no,code,active,city,country,latitude,locationCode,locationName,longitude,postCode,state,street1,street2,street3,street4,street5
970,CC010970,true,,,-6.16358011029661,6295675637596160-5169775730753536,Djap Sak Fo,106.893624756485,,,Jl. Bukit Gading Raya Boulevard,,,,
971,CC010971,true,Bandung,,-6.94393200006743,5703128158568448-4696555328110592,Farid risman,107.629531008282,,,Jl. Buahbatu 235,,,,
972,CC010972,true,,,-6.71321691,4845106502828032-5644164767154176,Proyek Perbaikan Saluran Pasar Pagi,108.5617033,,,Jl. Siliwangi,,,,
973,CC010973,true,,,-6.90418898127973,5995485408002048-4869585501159424,Sonny Ferandi Architect,107.619334962219,,,Jl. Progo,,,,
974,CC010974,true,,,-6.17678781040013,5139188852719616-5702138806140928,PT. Total Bangun Persada,106.794631714001,,,Jl. Gelong Baru Barat,,,,
975,CC010975,true,,,-6.86159003683082,5704125866049536-5666115405479936,Bp Yohanes,107.480330362773,,,Jl. Kota Baru Parahyangan,,,,
976,CC010976,true,,,-6.14478063303977,5914400183549952-4788500276707328,PT. Arkananta Global Persada,106.907980022952,,,Jl. Pelepah Asri II,,,,
977,CC010977,true,Bandung,,-6.90162892,6571108836835328-5445208929992704,PT. Tunas Mitra -6.90173707,107.61350406,107.61345199,,,Jl. Maulana Yusuf,,,
978,CC010978,true,,,-6.90548166666667,6294399059230720-5168499152388096,Pelanggan Baru,107.616711666667,,,Jl. Bahureksa,,,,
979,CC010979,true,,,-6.92499677,5140603037810688-5703552991232000,CV. Bina Dharma,107.56039622,,,Melong,,,,
980,CC010980,true,,,-6.29125985316677,5168694908944384-5691306529521664,Jasa Marga Div. Maintenence,106.87863981593,,,Jl. Dukuh Gang Mahoni,,,,
981,CC010981,true,,,-6.19918069336563,6330060038471680-5204160131629056,Bp Hengky Pang,106.64211560972,,,Hartono Raya,,,,
982,CC010982,true,,,-6.17686442541099,4859796968701952-5736829290545152,PT. Acset Indonusa,106.820084306935,,,Jl. Tanah Abang Timur,,,,
983,CC010983,true,,,-6.93568088114262,5877450479239168-4751550572396544,PT Padasuka Jaya,107.692039757967,,,Jl. Rumah Sakit,,,,
984,CC010984,true,,,-6.22396702878177,5136939296489472-5699889249910784,PT. Pilar Cadas Putra,106.813435507938,,,SCBD Westway,,,,
985,CC010985,true,,,-6.89536,5137691351973888-5700641305395200,Pak Leonardi,107.588263333333,,,Dr. Djunjunan,,,,
986,CC010986,true,,,-6.1978063,6325194578722816-5199294671880192,PT BEP,106.7616284,,,Jl. Meruya,,,,
987,CC010987,true,,,-6.91763588680161,5700423470022656-5658308094459904,PT Alfa Laval,107.575730194385,,,Jenderal Sudirman,,,,
988,CC010988,true,,,-6.97443414,5137509184962560-5700459138383872,PT. Jasa Marga Toll Road Maintenance,107.56798623,,,Jl. Kopo,,,,
989,CC010989,true,Bandung,,-6.8564290280974,5137785908363264-5700735861784576,Kota baru parahyangan,107.490059420986,,,Kota Baru Parahyangan,Padalarang,,,
990,CC010990,true,,,-6.1501146,5151027091210240-5713977044631552,PT.Inasa Wahana Lestari,106.7012912,,,Jl. Bulak Teko,,,,
991,CC010991,true,,,-6.94671,5921973989277696-6296078324334592,Pak Junaedi,107.592443333333,,,Jl. Kopo,,,,
992,CC010992,true,,,-6.2916796,6413215739150336-5287315832307712,PT. Eljindo K.A,106.7921937,,,Jl. R.A. Kartini,,,,
993,CC010993,true,,,-6.9049454,5150194068881408-5713144022302720,BEP,107.4973899,,,Batujajar ,,,,
994,CC010994,true,,,-6.92282592,5362150436503552-5707931811053568,Bp. Riadi Tirta,107.61967601,,,Jl. Gatot Subroto,,,,
995,CC010995,true,,,-6.94109522238521,5205546533650432-5139146339254272,Kendy Minarto Ir,107.616851179406,,,Jl. BKR,,,,
996,CC010996,true,,,-6.39428889577721,5982343848263680-4856443941421056,Dinas Perumahan dan Pemukiman,106.821379430055,,,Jl. Raya Margonda,,,,
997,CC010997,true,,,-6.24871916405297,5714315743068160-5649202965118976,PT Bintang Rajawali Perkasa,106.843542190335,,,Jl. Raya Pasar Minggu,,,,
998,CC010998,true,,,-6.93575011566281,5063839791972352-6198780604973056,PT Padasuka Jaya,107.692669238895,,,Jl. Rumah Sakit,,,,
999,CC010999,true,,,-6.1854596,5086676166639616-5633322424205312,PT. Yaowey Constraction Group,106.7348901,,,Jl. Puri Lingkar Dalam,,,,
1000,CC011000,true,,,-6.8897678,5176978323800064-5685715052527616,Bp. Ricky Kurnia,107.55667246,,,Jl. Tol Pasteur,,,,
1001,CC011001,true,,,-6.368852,5152548382048256-5715498335469568,PT. Diamond Land Dave Apartement,106.8171523,,,Palakali,,,,
1002,CC011002,true,,,-6.30712825995624,5084160221773824-5636635823702016,UPT 3 Tangerang,106.685862263653,,,Rawa Buntu Selatan,,,,
1003,CC011003,true,,,-6.94015488,4866477152796672-5667144956116992,PT. Global Bangun Sukses,107.64218871,,,Jl. Ibrahim Adji,,,,
1004,CC011004,true,,,-6.87284410605374,5871187544506368-4745287637663744,Yohan Sutjiadi St,107.46902298337,,,Kota Baru Parahyangan,,,,
1005,CC011005,true,,,-6.13972332349017,4889849324634112-6297224208187392,New Location,106.73926394206,,,Cengkareng,,,,
1006,CC011006,true,,,-6.1968699,5077132514426880-5640082467848192,PT. Cipta Cita Yasa,106.7568558,,,Jl. Meruya Ilir,,,,
1007,CC011007,true,,,-6.88795333333333,5152693404303360-5715643357724672,Pak Chandra Aming,107.582981666667,,,Jl. Suka Karya,,,,
1008,CC011008,true,,,-6.2708893,5173315421339648-5649814393978880,PT. Summarecon,106.6134282,,,Boulevard Barat,,,,
1009,CC011009,true,,,-6.1558961,5716366757724160-4788500276707328,PT. Alas Waja Kencana,106.8991232,,,Jl. Boulevard Barat,,,,
1010,CC011010,true,,,-6.1219913,5716463897804800-5710311357153280,PT. Mitra Cipta Bangun,106.7952324,,,Jl. Pluit Putri Blok Y,,,,
1011,CC011011,true,Kabupaten Bandung,,-6.8300121,new36,Manara Arsitek CV,107.3721765,,,Jalan Cipatat, Padalarang,,,
1012,CC011012,true,,,-6.19205796159804,5148651336761344-5711601290182656,PT. Glora Bangun Lestari,106.749141700566,,,Jl. Tol Jakarta Merak,,,,
1013,CC011013,true,,,-6.2434371,5148573758914560-5711523712335872,PT. Yodya Karya,106.8758509,,,Jl. Biru Laut,,,,
1014,CC011014,true,Bandung,,-6.927423261471,5711312218750976-4696555328110592,Kurniadi ch,107.627020711358,,,Jl. Pelajar Pejuang 45 No.27,,,,
1015,CC011015,true,,,-6.30265088751912,5711331311222784-5713163114774528,PT. Total Persada Indonesia,106.836406448856,,,Gang Baung II,,,,
1016,CC011016,true,,,-6.70856257,5711166055645184-5651351119855616,Renc. Pembangaunan Hotel,108.55923961,,,Jl. Siliwangi,,,,
1017,CC011017,true,,,-6.91599333333333,6275843022127104-5149943115284480,Kopassus Batujajar,107.494003333333,,,Jl. Raya Batujajar,,,,
1018,CC011018,true,,,-6.21012448333204,6275922109923328-5712972156502016,PT. Waskita Karya,106.844965042546,,,Jl. Minangkabau Barat,,,,
1019,CC011019,true,Cirebon,,-6.7102873,new24,Berkat Indah Jaya CV,108.5462727,,,Jalan Saputra 9 No.6 RT 005 / RW 001,Kelurahan Sukapura, Kecamatan Kejaksan,,
1020,CC011020,true,,,-6.91915658768266,5149643608424448-5712593561845760,UNPAD,107.769939322025,,,Jatinangor,,,,
1021,CC011021,true,,,-6.22542590709908,5149259074633728-5712209028055040,JO Shimizu Total,106.834002399997,,,Jl. Prof. Dr. Satrio,,,,
1022,CC011022,true,,,-6.22432101248009,6221863587938304-5193238247899136,JO Shimizu Total - Daswin,106.834571966552,,,Jl Epicentrum Selatsn,,,,
1023,CC011023,true,,,-6.19246838148683,5149322995826688-5712272949248000,PT. Prima Karya Berjaya,106.740628704429,,,Jl. Jamrud,,,,
1024,CC011024,true,,,-6.1968627,4690030031273984-6519617379893248,PT. Farrasindo Perkasa,106.7545259,,,Jl. Meruya Ilir,,,,
1025,CC011025,true,,,-6.2813003,5709917931438080-5217796283695104,Pt. Verbeck Mega Perkasa,106.7708785,,,Jl. SD III,,,,
1026,CC011026,true,,,-6.86890909,5147296610123776-5710246563545088,CV. Tiga Putera Kartiwa,107.55172358,,,Jl. Margamulya,,,,
1027,CC011027,true,,,-6.91176532969074,6467177741811712-5904227788390400,New Location,107.602580712108,,,Jl. Kebon Kawung,,,,
1028,CC011028,true,,,-6.7654047,4782663852359680-5151554298445824,Proyek Sandaran Kapal Pelelangan Ikan,108.60047772,,,Jl. Raya Cirebon - Brebes,,,,
1029,CC011029,true,,,-6.90189236,5156288090603520-5105285353963520,Bp. Yefta,107.59767994,,,Jl. Pasir Kaliki Bdg,,,,
1030,CC011030,true,,,-6.87655166666667,6031038308417536-5183398595264512,Pak Suntoko,107.604008333333,,,Jl. Ciumbuleuit,,,,
1031,CC011031,true,,,-6.3037565,4844527521103872-5126002497814528,PT. Eljindo Kontruksi Abadi,106.8456289,,,Jl. TB. Simatupang,,,,
1032,CC011032,true,,,-6.28882682416588,4865135109734400-6272509993287680,PT. Acset Astra Blitz Center BSD,106.638342663646,,,Jl. BSD Raya Utama,,,,
1033,CC011033,true,,,-6.95545351,5159582733172736-5722532686594048,Bpk Yogie,107.66219373,,,Pluto Raya,,,,
1034,CC011034,true,,,-6.16814200300723,4763877631852544-5631592022147072,PT. Total Bangun Persada,106.742959208787,,,Jl. Pulau Tidung X,,,,
1035,CC011035,true,,,-6.1681120377034,5159192998445056-5722142951866368,PT. Total Bangun Persada,106.742767682299,,,Jl. Pulau Tidung X,,,,
1036,CC011036,true,,,-6.87050412409008,5161062852722688-5724012806144000,Dinas PUPR Kota Cimahi,107.555150873959,,,Cimahi,,,,
1037,CC011037,true,,,-6.19565002620797,5160787203063808-5723737156485120,PT Himindo Citra Mandiri,106.779088899593,,,Jl. Taman Mutiara Prima,,,,
1038,CC011038,true,,,-6.25035133212805,5160506318913536-5723456272334848,PT. Prima Cipta,106.951284874231,,,Jl. Tol Bekasi - Cikarang - Kampung Melayu,,,,
1039,CC011039,true,,,-6.91589477006346,5190559480152064-6012431537012736,Dinas Bina Marga dan Pengairan Kota Bandung,107.633269289508,,,Jl. Cianjur,,,,
1040,CC011040,true,,,-6.16251213010401,4933837574373376-6341212457926656,Bp. Kevin Kuswadi,106.894408464432,,,Jl. Bukit Gading Raya Boulevard,,,,
1041,CC011041,true,,,-6.89280623104423,6325364632584192-5769271594450944,Bpk. Fahri Umar,107.641627639532,,,Jl. Cikutra,,,,
1042,CC011042,true,,,-6.14025724242255,5907731173081088-6325567066472448,Sinar Graha Paramita,106.734222838846,,,Jl. Bumi Cengkareng Indah,,,,
1043,CC011043,true,,,-6.26943554263562,6331349468184576-5673789975166976,PT. Citra Prasasti Konsorindo,106.871942114085,,,Jl. Rs. Polri,,,,
1044,CC011044,true,,,-6.23853542803017,6227234931081216-5101335024238592,PT Intergraha Ekamakmur,106.789624081471,,,Jl. Bumi,,,,
1045,CC011045,true,,,-6.16127307526767,5720532372684800-5088867237494784,PT. Kereta Api,106.82801281102,,,Jl. H. Juanda,,,,
1046,CC011046,true,,,-6.38087619960129,5720630016081920-4856443941421056,Hutama Karya Infrastruktur,106.841986789242,,,Jl. Sentosa Raya,,,,
1047,CC011047,true,,,-6.19712184648961,5129111383048192-6313508744462336,PT. Mitra Sejahtera Mandiri,106.768016656861,,,Jl. Lapangan Bola,,,,
1048,CC011048,true,,,-6.16612188052386,6364276600078336-5238376693235712,PT. Wirabuana,106.80553288199,,,Jl. K.H. Hasyim Ashari,,,,
1049,CC011049,true,,,-6.71732611,5014952528052224-6422327411605504,Ade Irma,108.57324189,,,Jl. Ambon,,,,
1050,CC011050,true,,,-6.2237392,5157984569131008-5720934522552320,JO shimizu total,106.8340386,,,Jl. H. Achmad Bakrie Barat,,,,
1051,CC011051,true,Bandung,,-6.88902833333333,5158086071287808-5721036024709120,Bp. Hadi (Proyek Hotel de Java),107.596396666667,,,Jl. Sukajadi,,,,
1052,CC011052,true,,,-6.21811637654901,6199394214871040-5073494308028416,PT. Joi Agung Sentosa,106.757471971214,,,Jl. Joglo Raya,,,,
1053,CC011053,true,,,-6.92807359,6197855710609408-5071955803766784,Ria Busana,107.5819487,,,Jl. Pasir Koja,,,,
1054,CC011054,true,,,-6.91407798259214,4864202967613440-5648738873769984,Hotel Idea,107.640919397622,,,Jl. Jakarta,,,,
1055,CC011055,true,,,-6.1414958,5718786434924544-5660733509468160,Nusa Group,106.8339519,,,Jl. Gunung Sahari Raya,,,,
1056,CC011056,true,,,-6.91361770033836,4706295575740416-5966981756878848,PT Indah Karya,107.690343260765,,,Jl. A.H. Nasution,,,,
1057,CC011057,true,,,-6.19498333567438,5426819658416128-5194505682681856,PT Puncak Timur Papua,106.840855431579,,,Jl. Ciliman,,,,
1058,CC011058,true,Kabupaten Cirebon,,-6.6848279,new42,Mekarwangi Wahanamas PT,108.5515818,,,Jalan Raya Klayan No. 172, Kecamatan Gunung Jati,,,
1059,CC011059,true,,,-6.19935315102339,6234834875711488-5108934968868864,PT. Trikarsa Adi Guna,106.802614051849,,,Jl. Aipda K.S Tubun,,,,
1060,CC011060,true,,,-6.21994350571185,5913066998857728-4787167092015104,PT. Guna Bangun Jaya,106.729964157566,,,Jl. Raya Joglo,,,,
1061,CC011061,true,,,-6.88724231,6330718074437632-5204818167595008,CV. Pandan Jati,107.55352006,,,Pasteur,,,,
1062,CC011062,true,,,-6.95484833333333,5415793101635584-5026733489127424,PT CIBA,107.592101666667,,,Jl. Ma Eja,,,,
1063,CC011063,true,,,-6.79485833333333,5168608841826304-5731558795247616,Pak Yus,108.65265,,,Brebes,,,,
1064,CC011064,true,,,-6.90689977,5931733765586944-4805833858744320,Bp. Robert,107.59779873,,,Jl. Pajajaran,,,,
1065,CC011065,true,,,-6.97769756,6508671420858368-6424795004534784,PT. Kampung Sehat,108.50163772,,,Ciporang - Winduhaji,,,,
1066,CC011066,true,Bandung,,-6.90431333333333,5167877522980864-5730827476402176,PT.  BEP  Perumnas Precast  Puskim  -6.9033500000000005,107.498656666667,107.498428333333,,,Jl. Raya Batujajar Km.5 No.56,,,
1067,CC011067,true,,,-6.85521963,5167824104325120-5730774057746432,PT. Arsicont,108.50759911,,,Cirebon,,,,
1068,CC011068,true,,,-6.93845469640527,5168026001342464-5730975954763776,Graha Alam Perkasa,107.569453285934,,,Jl. Holis,,,,
1069,CC011069,true,,,-6.1930618,5169699360866304-5732649314287616,PT Citicon,106.7984804,,,Jl. GI,,,,
1070,CC011070,true,,,-6.5554886078462,6709156669030400-5583256762187776,PT Indorama,107.405977388844,,,Purwakarta,,,,
1071,CC011071,true,,,-6.90696666666667,5731972085186560-5694015311708160,Drg Rosi,107.59931,,,Jl. Pajajaran,,,,
1072,CC011072,true,,,-6.91437643021345,5168911603466240-5731861556887552,Bp. Wira Franciska,107.632409306243,,,Jl. Jakarta,,,,
1073,CC011073,true,,,-6.23765082641912,5076271507701760-5649202965118976,Direktorat Jenderal Sumber Daya Air,106.801164084967,,,Jl. Raden Patah,,,,
1074,CC011074,true,,,-6.9049812,5861021054926848-4735121148084224,BEP Bandung,107.4974706,,,Jl. Raya Batujajar,,,,
1075,CC011075,true,,,-6.87211939849409,5170418298126336-5733368251547648,PT Praba Unggul,107.503242792696,,,Jl. Raya Batujajar,,,,
1076,CC011076,true,,,-6.62406438,5734792670740480-5651351119855616,Proyek Perbaikan Saluran Tol Cipali,108.04569597,,,Tol Cikopo - Palimanan,,,,
1077,CC011077,true,,,-6.2444141,5734919842037760-5740456054882304,PT Summarecon,106.6289221,,,Jl. Boulevard Gading Serpong,,,,
1078,CC011078,true,,,-6.86379218939692,4857742900592640-5200730398916608,PT. Alami Media Kreasi,107.602131860331,,,Jl. Dr. Setiabudi,,,,
1079,CC011079,true,,,-6.51610131,6307361840955392-5181461934112768,PT. Olympic Development Sentul Bogor,106.85999324,,,Jl. Tol Jagorawi,,,,
1080,CC011080,true,,,-6.93080166666667,6407164063121408-5658498113208320,PT. Tekad Mandiri Citra,107.703023333333,,,Jl. Pamekar,,,,
1081,CC011081,true,,,0,5860789495791616-4734889588948992,PT. Cipta Sukses -6.13768954295665,106.728506879881,0,,,,,,
1082,CC011082,true,,,-6.2159579,5166165005434880-5729114958856192,JO Shimizu Total,106.8299689,,,Jl. Setia Budi Selatan,,,,
1083,CC011083,true,,,-6.11222372855991,5287809485111296-4814319405498368,PT. Cahaya Hidup Prima,106.753926342353,,,Jl. Kano Indah,,,,
1084,CC011084,true,,,-6.90662122,6299662944305152-5173763037462528,Bp. Robert,107.59802007,,,Jl. Pajajaran,,,,
1085,CC011085,true,,,-7.68115333333333,5167500102729728-5730450056151040,PT HK,108.646811666667,,,Jl. Merdeka,,,,
1086,CC011086,true,,,-6.22379247564822,5167489465974784-5730439419396096,PT. Pilar Cadas Putra,106.813579425216,,,SCBD Westway,,,,
1087,CC011087,true,,,-6.15416962187737,5100674001928192-5169775730753536,New Location,106.908911922947,,,Jl. Raya Kelapa Nias,,,,
1088,CC011088,true,,,-6.4010245,5730304429916160-5738444466683904,PT. Wijaya Karya Bangunan Gedung,106.7947935,,,Grogol,,,,
1089,CC011089,true,,,-6.897135,5167203313778688-5730153267200000,Pak Deni,107.536056666667,,,Baros,,,,
1090,CC011090,true,,,-6.09541289974004,6265446852460544-5139546945617920,PT. Graha Cemerlang,106.690947152674,,,Jl. Raya Perancis,,,,
1091,CC011091,true,Bandung,,-6.9589264,new41,Windu Aji Kencana PT,107.6550348,,,Jalan Cijawura Hilir No. 10,,Kelurahan Cijaura, Kecamatan Buahbatu,
1092,CC011092,true,,,-6.715522,5728306397708288-5644164767154176,Pak Nasir,108.5672541,,,Jl. Benteng,,,,
1093,CC011093,true,,,-6.94566,5165276819619840-5728226773041152,Pak Willy,107.57313,,,Cigondewah,,,,
1094,CC011094,true,,,-6.96040673,4834051928096768-6241426811650048,PT. Sri Mukti,107.58054252,,,Jl. Kopo Sayati,,,,
1095,CC011095,true,,,-6.35749451816082,6311345473454080-5635248901586944,PT. Wahana Karya Kontruksi,107.179711768404,,,<undefined>,,,,
1096,CC011096,true,,,-6.26914473250508,5726488619909120-5640082467848192,PT. Citra Prasasti Konsorindo,106.869913190603,,,Jl. Rs. Polri,,,,
1097,CC011097,true,,,-6.75505333333333,5163388913057792-5726338866479104,PT Wijaya Karya,107.438236666667,,,Jl. Tol Cipularang,,,,
1098,CC011098,true,,,-6.21482175417678,5163426292695040-5726376246116352,Sinar Mutiara Indah,106.760036769451,,,Jl. Srengseng Raya,,,,
1099,CC011099,true,,,-6.88925166666667,5163674259947520-6046068848459776,Pelanggan Baru,107.597313333333,,,Jl. Sukajadi,,,,
1100,CC011100,true,,,-6.13560165278614,5164387425845248-5727337379266560,PT. Mitra Bangun Adigraha,106.811367524788,,,Jl. Kali Besar Barat,,,,
1101,CC011101,true,,,-6.1410363111645,4871514478346240-5737628993323008,PT. Maspio,106.834307871759,,,Jl. Pemandangan II,,,,
1102,CC011102,true,,,-6.26050751095996,5634745199230976-5648287231115264,PT Abisatya Adya Asasta,106.841682012338,,,Jl. Kalibata Utara II,,,,
1103,CC011103,true,,,-6.24872006900768,5071936107315200-5634886060736512,PT Uniteknindo Inti Sarana,106.843906248197,,,Jl. Pancoran Timur Raya,,,,
1104,CC011104,true,,,-6.82677002,5634536859762688-5716776893546496,PT. Waskita Sumedang,107.91875445,,,Jl. Prabu Gajah Agung,,,,
1105,CC011105,true,,,-6.16314768791199,5634568702918656-5657692806840320,PT. Palmas Project Engineering,106.763590173796,,,Jl. Panjang Raya,,,,
1106,CC011106,true,,,-6.34003357,5116232118304768-6309799234895872,PT Cahaya Sakti Investindo Sukses,106.88987603,,,Jl. Kaum Sari No. 1 Cibuluh Bogor Utara,,,,
1107,CC011107,true,,,-6.93751319,6284668475277312-5650482194284544,PT. Baja Manunggal Perkasa,107.59626242,,,Jl. PETA,,,,
1108,CC011108,true,,,-6.16467973217368,4910152742338560-5652086867886080,PT. Sinar Panca,106.762989191338,,,Jl. Panjang Raya,,,,
1109,CC011109,true,,,-6.89005153,5153049148391424-5631242217193472,Bp. Ahmad Taufiq Noor,107.61648012,,,Jl. Dipati Ukur Bdg,,,,
1110,CC011110,true,Cirebon,,-6.7580545,new23,Anggrek Lestari CV,108.5559468,,,Jalan Anggrek No. 3, Kelurahan Kalijaga,Kecamatan Harjamukti,,
1111,CC011111,true,,,-6.28564895130694,5635693648805888-5749020655878144,PT. Verbeck Mega Perkasa,106.771219968796,,,Jl. Pondok Pinang Raya,,,,
1112,CC011112,true,,,-6.91264562,4792479396134912-6199854279688192,Bp. Lie Tjin Kiong,107.5747002,,,Jl. Rajawali Barat,,,,
1113,CC011113,true,,,-6.35976643301547,5072298948165632-5635248901586944,PT. Acset Indonusa,107.180188866332,,,<undefined>,,,,
1114,CC011114,true,,,-6.29841833333333,6017028796186624-4891128889344000,PT JBS,107.102533333333,,,Jl. Halmahera,,,,
1115,CC011115,true,,,-6.29683916922659,6343696190537728-5217796283695104,PT. Reka Prima Kuantitama,106.837582094595,,,Jl. B II,,,,
1116,CC011116,true,,,-6.8657104992321,5635480947261440-5732605190209536,PT Medion,107.503035774676,,,Cimareme,,,,
1117,CC011117,true,,,-6.94084624,6288205951270912-5162306044428288,PT. Alvindo,107.61459287,,,Jl. Sriwijaya,,,,
1118,CC011118,true,,,-6.9750419,5074123587846144-5637073541267456,PT Megah,107.5896071,,,Cangkuang Kulon,,,,
1119,CC011119,true,,,-6.18492189397554,5073850354106368-5636800307527680,Walikota Jakbar - Dinas Pariwisata,106.738581970589,,,Kembangan Raya,,,,
1120,CC011120,true,,,-6.30097052548081,5073713686904832-5636663640326144,PT. Eljindo K.A,106.835859278217,,,Jl. TB Simatupang,,,,
1121,CC011121,true,,,-6.2251484,5636740010213376-5434150697828352,JO Shimizu Total,106.8345257,,,Jl. Raya Casablanca,,,,
1122,CC011122,true,,,-6.39638818290397,5073685870280704-5636635823702016,PT Kertasari Mas,106.869532732351,,,Jl. Raya Brana,,,,
1123,CC011123,true,,,-6.25609437911977,4807055776940032-5135019479662592,PU Balai Litbang SDA,107.003210087075,,,Jl. Chairil Anwar,,,,
1124,CC011124,true,,,-6.93267279,6277482726555648-5151582819713024,Surya Property,107.60223673,,,Jl. Astana Anyar,,,,
1125,CC011125,true,,,-6.30260147619993,5074474164551680-5637424117972992,PT. Penta Visindro Pratama,106.837719641626,,,Jl. TB Simatupang,,,,
1126,CC011126,true,,,-6.176992,5107850221191168-5670800174612480,PT. Karya Cipta Bangun Mandiri,106.7424183,,,Jl. Kembangan Utama,,,,
1127,CC011127,true,,,-6.21379722241965,6301650171985920-5175750265143296,Kantor Kelurahan Kampung Melayu,106.860998641677,,,Jl. Matraman Raya,,,,
1128,CC011128,true,,,-6.2241482,5070712175853568-5633662129274880,PT. Pilar Cadas Putra,106.8129771,,,SCBD Westway,,,,
1129,CC011129,true,,,-6.19811464101076,5633453789806592-5473187622027264,Graha Meruya,106.762473033741,,,Jl. Meruya Ilir,,,,
1130,CC011130,true,,,-8.6563475523144,5070054039224320-5633003992645632,PT. Nindya Karya,115.212979568169,,,Jl. Sulawesi,,,,
1131,CC011131,true,,,-6.1133780842647,5070372470784000-5633322424205312,PT. Multi Prima Mandiri Pratama,106.763231679797,,,Jl. Katamaran Indah 4,,,,
1132,CC011132,true,,,-6.14478935021907,5068642068725760-5631592022147072,PT. Arkananta Global,106.907927552238,,,Jl. Pelepah Asri II,,,,
1133,CC011133,true,,,-6.90862566,5068292263772160-5631242217193472,PT. Dario Megah Makmur,107.59192541,,,Jl. Bima - Bandung,,,,
1134,CC011134,true,,,-6.93534166666667,5446549899313152-5106142602592256,PT. Purna Dharma Perdana,107.629046666667,,,Jl. Sinom I,,,,
1135,CC011135,true,,,-6.2576066,5129295932424192-5655498145660928,PT. Tribandhawa Binasawa,106.856004,,,Jl. Kalibata,,,,
1136,CC011136,true,,,-6.90655666666667,5630649981468672-5636379467841536,Pak Jon,107.617005,,,Jl. Banda,,,,
1137,CC011137,true,,,-6.95018694,5167470977482752-5397717731770368,Proyek Masjid Terapung,107.70617345,,,Jl. Rancanumpang,,,,
1138,CC011138,true,,,-6.22474604286253,5068012889571328-5630962842992640,PT. Wahana Krida Konsulindo,106.620336407796,,,Jl. Munawarah 1,,,,
1139,CC011139,true,,,-6.95016158019379,5630110493310976-5187840530972672,Candi Bangun Teknik,107.562513300851,,,Pasir Koja,,,,
1140,CC011140,true,,,-6.90679166666667,5999490163015680-4873590256173056,Pak Muhadi,108.740506666667,,,Ciledug,,,,
1141,CC011141,true,,,-6.90474352799356,4859315294830592-6266690178383872,Bp Arief,107.618427872658,,,Jl. Progo,,,,
1142,CC011142,true,,,-7.33621166666667,5080808805105664-5643758758526976,PT Jasamatra RS TMC,108.218991666667,,,Jl. K.H. Zaenal Mustafa,,,,
1143,CC011143,true,,,-6.9048981,6537861260115968-5411961353273344,PT. Beton Elemenindo Perkasa,107.4973596,,,Jl. Raya Batujajar,,,,
1144,CC011144,true,,,-6.281631,5080341291204608-5643291244625920,PT. Verbeck Mega Perkasa,106.7705664,,,Jl. SD III,,,,
1145,CC011145,true,,,-6.1604628,4714981576671232-5755909850529792,KSO Citra Prasasti - Trikarsa Adi Guna,106.8508133,,,Jl. Garuda,,,,
1146,CC011146,true,,,-6.94119425389744,6240625464705024-5114725557862400,Archie Kurnia,107.558195203372,,,Jl. Cigondewah Kaler,,,,
1147,CC011147,true,,,-6.19223385583609,6035868905111552-4909968998268928,Lind Consulting Engineering,106.747047649696,,,Jl. Aries Utama IV,,,,
1148,CC011148,true,,,-6.16785613819957,5642980933238784-5699889249910784,PT. Total Bangun Persada,106.742877988145,,,Jl. Pulau Melintang,,,,
1149,CC011149,true,Bandung,,-6.90678166666667,5081622768517120-5644572721938432,Bp. Aristo,107.61051,,,Jl. RE. Martadinata (Bawean),,,,
1150,CC011150,true,,,-6.98361166666667,5083028363673600-5645978317094912,Pak. Budiarto,107.533233333333,,,Jl. Raya Soreang - Cipatik,,,,
1151,CC011151,true,,,-6.24159190803766,6199133832478720-5073233925636096,PT. Dani Mitra Prisma,106.802406432107,,,Jl. Antasari,,,,
1152,CC011152,true,,,-6.25390767457742,5082935434674176-5645885388095488,Pasundan Jaya Abadi,106.924900396848,,,<undefined>,,,,
1153,CC011153,true,,,-6.30534092194338,5082727145537536-5674118372392960,Sino Hydro,107.118731046648,,,Jl. Tol Layang,,,,
1154,CC011154,true,,,-6.9252732815221,5180086437281792-5525734667845632,PT Dwijaya Abdi Karya,107.66528589651,,,Jl. Cibodas Raya,,,,
1155,CC011155,true,,,-6.87500444,5645550498086912-5659711005261824,Bp. Freddy Gunawan,107.54431146,,,Jl. Cimahi,,,,
1156,CC011156,true,,,-7.00514434998999,4872458565844992-6279833449398272,Telaga Indah PT Cikancung,107.811579284198,,,Majalaya - Cicalengka,,,,
1157,CC011157,true,,,-6.1221312219277,5082029850886144-5644979804307456,PT. Mitra Cipta Bangun,106.795345265418,,,Jl. Pluit Timur Raya Blok V,,,,
1158,CC011158,true,,,-6.14894011057913,6208284394520576-5082384487677952,PT. Dian Cipta Bangun,106.718308366835,,,Jl. Sumur Bor,,,,
1159,CC011159,true,,,-6.2919446406886,4880434890539008-6287809774092288,PT Tatar Sunda Permata,107.896661376581,,,Pantura - Jawa Barat,,,,
1160,CC011160,true,,,-6.9422610740598,5197343146115072-5139146339254272,Lukman Kurdi,107.605584236739,,,Jl. Inhoftank, Bandung,,,
1161,CC011161,true,,,-6.89065028,5646962099486720-6228977412734976,PT. Tatamulia Nusantara Indah,107.57885425,,,Jl. Cibogo,,,,
