no,code,active,city,country,latitude,locationCode,locationName,longitude,postCode,state,street1,street2,street3,street4,street5
460,CC010460,true,,,-6.95553208602003,5165368221892608-5728318175313920,Trimanunggal,107.606369007394,,,Jl. Mekar Utama,,,,
461,CC010461,true,,,-7.1749548,5098603492147200-5661553445568512,Devin,107.8865077,,,Jl. Cipanas Baru,,,,
462,CC010462,true,,,-6.93370350636542,6432480512966656-4751550572396544,Bp H Ahmad,107.693191934377,,,Jl. Rumah Sakit,,,,
463,CC010463,true,,,-6.16813634522259,6489975428218880-4591745912274944,PT. Total Bangun Persada,106.742941439152,,,Jl. Pulau Tidung X,,,,
464,CC010464,true,,,-6.16734841353236,5633586833129472-5671923711213568,Laboratorium Uji Beton Trisakti,106.789268071586,,,Jl. Kyai Tapa,,,,
465,CC010465,true,,,-6.19819331768224,4801252168826880-6208627052380160,New Location,106.761716491771,,,Jl. Meruya Ilir,,,,
466,CC010466,true,,,-6.84925708919764,4898611460571136-6305986344124416,PT Total Cakra Alam,107.547367522493,,,Kolonel Masturi,,,,
467,CC010467,true,,,-6.32760145535275,6314942693113856-5189042786271232,PU Bina Marga Tangsel,106.673426554753,,,Jl. Raya Serpong,,,,
468,CC010468,true,,,-6.27492682076991,4913181197598720-5761823785615360,PT. Mega Power Teknindo,106.725835986435,,,Teuku Umar,,,,
469,CC010469,true,,,-6.90240874983334,5973334416162816-5666115405479936,Bild,107.598468876348,,,Jl. Westhoff,,,,
470,CC010470,true,,,-6.18969707284123,5132952694423552-5695902647844864,PT. Grahaindo Jaya,106.764996321872,,,Jl. Kedoya Raya,,,,
471,CC010471,true,,,-6.1977377,4689789697654784-5393477139431424,PT.PUSPA GRAHA JL .HM. Yusuf no.45 Paninggilan Ciledug Tangerang,106.761678,,,<undefined>,,,,
472,CC010472,true,,,-6.25217653345317,6045371755134976-6279374458322944,PT. Wijaya Karya ( Persero ) Tbk,106.898029698059,,,Jl. Siaga IV,,,,
473,CC010473,true,,,-6.23543106345201,5087242934550528-5202116129849344,Pemda Bekasi,106.994917478992,,,Jl. Ir. H. Juanda,,,,
474,CC010474,true,,,-6.2812054110691,5425591683645440-5988541637066752,PT. Verbeck Mega Perkasa,106.770559642464,,,Jl. SD III,,,,
475,CC010475,true,,,-6.87436745448646,6207687024967680-5661350005047296,Multi Marindo,107.586507263952,,,Jl. Setrasari Kulon 34,,,,
476,CC010476,true,,,-6.26914255321026,5694880546291712-5693735937507328,PT. Citra Prasasti Konsorindo,106.869948646054,,,Jl. Rs. Polri,,,,
477,CC010477,true,,,-6.92658666666667,5171435668504576-5734385621925888,PT. PP  PLTA Cisokan,107.344291666667,,,Pasir Tarasi,,,,
478,CC010478,true,,,-6.38830668758601,6201671386398720-5638721432977408,PT. Indonakano,107.260737698525,,,Jl. Maligi V,,,,
479,CC010479,true,,,-6.1915686,5235555101048832-5798505054470144,Bhineka Ciptabahana Pura Grand Aries,106.7501149,,,Jl. Taman Aries,,,,
480,CC010480,true,,,-6.16814434176044,6201993139847168-5649994950377472,Proyek Aerium,106.742965281629,,,Jl. Pulau Tidung X,,,,
481,CC010481,true,,,-6.88125014305115,4969141299576832-5927843498295296,Pak Dadi,107.568651437759,,,Setra Duta Cemara,,,,
482,CC010482,true,Bandung,,-6.85513666666667,5631943370604544-4629734226919424,Bp. Kurnia (Proyek),107.605513333333,,,Jl. Chrysant No.20 Budi Indah,,,,
483,CC010483,true,,,-6.16740123480063,4807792128950272-6215167012503552,Lab Beton Trisakti,106.790548349706,,,Univ. Trisakti,,,,
484,CC010484,true,,,-6.86745441053063,5121341351002112-5684291304423424,Bp Elfan,107.633406668901,,,Jl. Raya Resort,,,,
485,CC010485,true,,,-6.55766449,5102120466382848-5665070419804160,PT. TAEKWANG Jl. Kapten Hanafiah no.147 Subang,107.78180311,,,Kapten Hanifah Wesel,,,,
486,CC010486,true,,,-6.21982004027814,5806634756472832-4680734849630208,PT. Pusaka Graha Teknik,106.738191498443,,,Jl. Raya Joglo,,,,
487,CC010487,true,,,-6.26678191591054,5109034055106560-6312045804781568,PT. Graha Anugerah,106.650452334434,,,Victoria River Park,,,,
488,CC010488,true,,,-6.39109149109572,6564709838880768-5705772214255616,PT. Banaran Sukses Mandiri,106.852171635255,,,Jl. Keadilan Raya,,,,
489,CC010489,true,,,-7.02435166666667,5178415527231488-5741365480652800,PT. Ray Sinar Indonesia,107.689446666667,,,Serangmekar,,,,
490,CC010490,true,,,-6.81734035327133,6216726588948480-5090826682105856,Sarana Sukses Mandiri Cikamuning,107.478322854937,,,Simpang Susun Cikamuning,,,,
491,CC010491,true,Bandung,,-6.905195,4906518294036480-6313893177589760,Drg Rosi,107.597651666667,,,Jl. Pasir Kaliki,,,,
492,CC010492,true,,,-6.23953017062883,4800526352908288-6207901236461568,PT Takenaka Indonesia,106.845386684735,,,Jl. Prof. Dr. Soepomo,,,,
493,CC010493,true,,,-6.90250685904175,5108754009817088-5671703963238400,UNISBA,107.60807546787,,,Jl. Taman Sari,,,,
494,CC010494,true,,,-6.14331669174135,4805740946522112-6213115830075392,WIKA WG KSO Paket 2,106.733050541952,,,Jl. Bumi Cengkareng Indah,,,,
495,CC010495,true,,,-6.97446734178811,4797497897648128-5078972874358784,New Location,107.567789861932,,,Jl. Kopo Sayati,,,,
496,CC010496,true,,,-6.21506677,4902424351342592-6309799234895872,PT. Sinar Mutiara Indah,106.76007733,,,Jl. Srengseng Raya,,,,
497,CC010497,true,,,-6.89910613180265,5998081816395776-5187840530972672,Bp. Yanuri,107.650419891534,,,Jl. Padasuka,,,,
498,CC010498,true,,,-6.85649127285677,5760756217806848-5660883195789312,Martin Gunawan,107.489934346265,,,Kota Baru Parahyangan,,,,
499,CC010499,true,,,-6.22399970009064,6509418980048896-5134002948145152,Bina Sarana Mekar,106.613828170343,,,Jl. Imam Bonjol,,,,
500,CC010500,true,,,-6.24757938003751,5111168418971648-5674118372392960,Sino Hydro,106.980549102207,,,Jl. Kalimalang,,,,
501,CC010501,true,,,-6.2475064,4885344709246976-5194786365505536,PT Dwi Agung Sentosa Pratama,106.8081921,,,Jl. Nipah Raya,,,,
502,CC010502,true,,,-6.912535,5129576481030144-5347372125126656,PT Citra Buana Prasida,107.602085,,,Jl. Kebon Kawung,,,,
503,CC010503,true,,,-6.2592644398751,6014805244641280-6296280221351936,PT Karmanta,106.777680456755,,,Jl. Pondok Pinang Raya,,,,
504,CC010504,true,,,-6.97256304,4819146042769408-5116770096513024,Proyek Supermarket dan Gudang,108.52065782,,,Jl. Sindang Agung,,,,
505,CC010505,true,,,-6.30324021913111,5169331335856128-5732281289277440,PT. Pembangunan Perumahan (Persero),106.857042694464,,,Jl. TB Simatupang,,,,
506,CC010506,true,,,-6.29184166666667,5940101670502400-4814201763659776,PT JBS,107.087586666667,,,Jl. Sumatera,,,,
507,CC010507,true,,,-6.90626666666667,6034171923267584-5620187004928000,De Paviliun,107.616141666667,,,Jl. R.E. Martadinata,,,,
508,CC010508,true,,,-6.88756833333333,6292263789395968-5166363882553344,PT Parama Darma,107.572956666667,,,Cidamar,,,,
509,CC010509,true,,,-6.19926975108683,6309763465871360-5695604617379840,PT. Perinco Graha Lestari,106.744007701054,,,Jl. Jeruk Mas Barat,,,,
510,CC010510,true,,,-6.2456215,5927987849461760-4802087942619136,PT. Waskita Karya Divisi III,106.874128,,,Jl. Biru Laut X,,,,
511,CC010511,true,,,-6.19508152361959,6252354248638464-5798505054470144,PT. Dharma Eka,106.747864885256,,,Jl. Aries Utama 1,,,,
512,CC010512,true,Bandung,,-6.88315,5077290488692736-5640240442114048,Ibu Ike,107.564075,,,Jl. Budi,,,,
513,CC010513,true,,,-6.2475929,5753733644288000-5682510201618432,PT. Langgeng Aditya Sentosa,106.9790519,,,Jl. Kalimalang,,,,
514,CC010514,true,,,-6.29062590994231,6319138154741760-5193238247899136,PT Uraya Rekayasa Mandiri, PT Multiguna Reka Sedaya,106.842385866015,,,Jl Pasar Minggu,,,
515,CC010515,true,,,-6.91532166666667,5622172420669440-5394968650711040,Pak Dony,107.600153333333,,,Jl. Stasiun Barat,,,,
516,CC010516,true,,,-6.30388596095145,5150213161353216-5713163114774528,PT. PP,106.856837505475,,,Jl. Tol Lingkar Luar Jakarta,,,,
517,CC010517,true,,,-6.89952788874507,6375072906346496-5249172999503872,PT. Andromega Buana Abadi,107.627590466291,,,Jl. Suci,,,,
518,CC010518,true,,,-6.23078574892134,4787051731877888-5767206218498048,New Location,106.627712566406,,,Kelapa Puan Raya,,,,
519,CC010519,true,,,-6.43888961921284,5655941567479808-5702295002021888,Proyek Rs Mitra Plumbon,108.275112618559,,,Pantura,,,,
520,CC010520,true,,,-6.2487147,5083530472194048-5752995614556160,PT Bintang Rajawali Perkasa (erick),106.8437788,,,Jl. Raya Pasari Minggu,,,,
521,CC010521,true,,,-6.1908228462562,6237902069563392-6223082284908544,Pt. lampiri djaya abadi -6.190780643373728,106.744884280488,106.744942199439,,,<undefined>,,,
522,CC010522,true,,,-6.93788,4689890075738112-5178880692322304,New Location,107.62835,,,Jl. Guntur Madu,,,,
523,CC010523,true,,,-6.17125575430691,5682274280407040-5131023817900032,PT. Air Mas Asri,106.826321259141,,,Jl. Medan Merdeka Utara,,,,
524,CC010524,true,,,-6.22052221717963,5998058965827584-4872159058984960,JO Shimizu Total,106.832066148908,,,Epicentrum Utama Raya,,,,
525,CC010525,true,,,-6.24746883754269,5090091101847552-5653041055268864,PT Persada Inti Utama,106.980396816607,,,Jl. Kalimalang,,,,
526,CC010526,true,,,-6.116356048733,6313010259820544-5634495621365760,PT. Herindo Adikarya Jaya,106.767820101231,,,Jl. Pantai Indah Utara 2,,,,
527,CC010527,true,,,-6.899045,6607579450966016-5481679544123392,CV. Bina Astri,107.584298333333,,,Kapten Tata Natanegara,,,,
528,CC010528,true,,,-6.24455239623785,5738586938802176-4917913177817088,PT. Summarecon,106.629367657006,,,Jl. Boulevard,,,,
529,CC010529,true,Bandung,,-6.86750789596175,5709068098338816-5700735861784576,Karunia Abadi Nuansa Indah (Proyek),107.55197245219,,,Jl. Ciawitali,,,,
530,CC010530,true,,,-6.2240226,6218846658625536-5655896705204224,PT Ulujami Teknik,106.8741195,,,Jl. Basuki Rahmat,,,,
531,CC010531,true,,,-6.13641532603651,5113269597503488-5737628993323008,PT. Jurong Engineering Lestari,106.832209629938,,,Jl. Gunung Sahari Raya,,,,
532,CC010532,true,,,-6.93705333333333,4873223170686976-5700983627710464,PT. Gilang Kreasi Mandiri,107.57283,,,Holis,,,,
533,CC010533,true,,,-6.16811069659889,6170208704135168-5748828388982784,PT. Total Bangun Persada,106.742955604568,,,Jl. Pulau Tidung X,,,,
534,CC010534,true,,,-6.20869861824368,5710197691514880-6303345559994368,Rifaldho Aspasukma Indojaya,106.763472584846,,,Jl. H Kelik,,,,
535,CC010535,true,,,-5.9970718016848,5804789464039424-4678889557196800,PT. Krakatau Engineering,106.028420487419,,,Jl. Jenderal Sudirman,,,,
536,CC010536,true,,,-6.96388009,4801943591452672-6209318475005952,PT Wika,107.69786901,,,Jl. Rancabumpang,,,,
537,CC010537,true,,,-6.24481697101146,5198331005370368-5674952116142080,Pt. summarecon -6.244721123948693,106.629433790222,106.629429431632,,,<undefined>,,,
538,CC010538,true,,,-6.1983881,6486840135647232-5360940228804608,New Location,106.7621337,,,Jl. Meruya Ilir,,,,
539,CC010539,true,,,-6.1673098,6269537003503616-5143637096660992,Lab Beton Trisakti,106.7911537,,,Jl. Kyai Tapa,,,,
540,CC010540,true,,,-6.868065,5690449683546112-5171359936151552,PT Ultra Jaya,107.514898333333,,,Jl. Raya Gadobangkong,,,,
541,CC010541,true,,,-6.43181018996984,4895254490644480-6302629374197760,PT. Jasamarga Toll Road Maintenance,107.447563949972,,,Jl Tol Jakarta - Cikampek,,,,
542,CC010542,true,,,-6.92754291695245,5196101900566528-5686003050217472,H Cecep Ruhimat,107.700405961871,,,Jl. Pamekar,,,,
543,CC010543,true,,,-6.24624575022608,4812134944866304-5093609921576960,PT. Jaya Obayashi,106.846345290542,,,Jl. Pancoran Timur II,,,,
544,CC010544,true,,,-6.9309104999869,6265046246096896-5139146339254272,PT KAHATEX,107.559208514633,,,Jl. Cigondewah,,,,
545,CC010545,true,,,-6.38166851364076,5069586592432128-5632536545853440,PT. Rekacipta Kinematika,106.926890015602,,,Jl. Tol Cimanggus - Cibitung,,,,
546,CC010546,true,,,-6.89826771,5122715136557056-6199854279688192,CV. Abharta,107.63277847,,,Jl. Suci,,,,
547,CC010547,true,,,-6.95688375,5656693522300928-6714728650899456,PT. Mahkota Permata Perdana,107.62835997,,,Buah Batu,,,,
548,CC010548,true,,,-6.18220326902026,5131897541754880-5694847495176192,Dinas Cipta Tata Ruang,106.811850687604,,,Jl. Jatibaru,,,,
549,CC010549,true,,,-6.13458995707333,5071545667944448-5634495621365760,PT. Surya Perdana Abadi,106.767750866711,,,Jl Kapuk Utara II,,,,
550,CC010550,true,,,-6.90586891213049,5982730630201344-4856830723358720,BEP Bandung,107.497527529569,,,Jl. Raya Batujajar,,,,
551,CC010551,true,,,-6.17471370846033,5159822613807104-6243780017520640,PT. Ascend Group Indonesia,106.849024649709,,,Jl. Letdjen Suprapto,,,,
552,CC010552,true,,,-6.93353404,6542394363215872-5416494456373248,Bp. Terry Satria,107.61400989,,,Jl. M. Ramdhan,,,,
553,CC010553,true,,,-6.1944483,5144175242641408-5707125196062720,PT. Rindang Pari Cahya Buana,106.7630681,,,Jl. Limas III,,,,
554,CC010554,true,,,-6.27650894690305,5123489337966592-5686439291387904,PT. Waskita Karya,106.831546705216,,,Jl. Palem,,,,
555,CC010555,true,,,-6.3016322488817,5200970279550976-5763920232972288,PT SinoHydro,107.11662492808,,,Jl. Tol Layang Jakarta - Cikampek,,,,
556,CC010556,true,,,-6.27694216556847,4892489085353984-5724776437907456,PT. Dinamika Teknik Persada,106.664384985343,,,Jl. BSD Boulevard Utara,,,,
557,CC010557,true,Bandung,,-6.86462522,5993747925958656-4867848019116032,Mr. Lennart Knot,107.6235374,,,Jl. Ir. H. Juanda,,,,
558,CC010558,true,,,-6.18498304858804,5165704235974656-5728654189395968,PT. Kontinum Global Studio,106.927584623918,,,Jl. Raya Bekasi,,,,
559,CC010559,true,,,-6.2691772,5934716150611968-4808816243769344,PT. Citra Prasasti Konsorindo,106.8698898,,,Jl. R.S. Polri,,,,
560,CC010560,true,,,-6.60260785371065,5994270100029440-4868370193186816,PT. Wijaya Karya Bangunan Gedung,107.42744134739,,,Jl. Tol Cipularang,,,,
561,CC010561,true,,,-6.23010601848364,5099090568282112-5662040521703424,PT. Sutera Agung Property,106.65494360961,,,Alam Utama,,,,
562,CC010562,true,,,-6.8870514,4778973166829568-6608560515448832,Universitas Veteran Nasional Surabaya,107.5965631,,,Jl. Sukajadi,,,,
563,CC010563,true,,,-6.94786986462621,5661725076488192-6201834393829376,Unicorn Tosan Perkasa,107.612653965575,,,Jl. Sriwijaya,,,,
564,CC010564,true,,,-6.23360016118055,6434137497927680-5710999223009280,PT Trimatra Bangun Persada,106.787256307295,,,Jl. Teuku Nyak Arief,,,,
565,CC010565,true,,,-6.93976661,5506539586584576-5659711005261824,PT. Mataram Panjisena,107.62958799,,,Jl. Kliningan,,,,
566,CC010566,true,,,-6.25697433482856,4694586119159808-6524173467779072,PT. Wijaya Karya Bangunan Gedung,106.863511092961,,,Jl. Dewi Sartika,,,,
567,CC010567,true,,,-6.89931888598949,5205264978411520-5768214931832832,PT. Andromega,107.627383098006,,,Jl. Suci,,,,
568,CC010568,true,,,-6.1604557139799,4925550233649152-5182543896772608,PT. Cipta Prasasti Konsorindo,106.850435407832,,,Jl. Garuda,,,,
569,CC010569,true,,,-6.88805,5939010178383872-4813110271541248,PT Union,107.501645,,,Jl. Raya Batujajar,,,,
570,CC010570,true,,,-6.19773776856245,5731284487766016-4811055532343296,PT.Sayap Mas Utama Kawasan Perluasan  Utara,106.761892119222,,,Jl. Meruya,,,,
571,CC010571,true,,,-6.2436038,5112226423767040-5680905863561216,PT Wijaya Karya Bangunan Gedung,106.8759284,,,Jl. D.I. Panjaitan,,,,
572,CC010572,true,,,-6.22458580022118,6325382315769856-5199482408927232,Shimizu Total JO,106.834328338374,,,Jl. Achmad Bakrie,,,,
573,CC010573,true,,,-6.94528324076325,5707721391210496-4859204430987264,Karya Konstrindo Gunaestetika,107.578673782303,,,Jl. Caringin,,,,
574,CC010574,true,,,-6.2123924,5971426142060544-5689951165349888,Basuki Rahmanta Putra,106.8338818,,,Jl. Kuningan Utama,,,,
575,CC010575,true,,,-6.94419537816864,5134925493698560-5728318175313920,Sugeng Konsultan,107.61391401202,,,Jl. Kembar Timur V,,,,
576,CC010576,true,,,-6.91608833333333,6235660482510848-5109760575668224,PT. Pandu Persada,107.645498333333,,,Kiaracondong,,,,
577,CC010577,true,,,-6.96726523,6405587575242752-5279687668400128,Bp.Oki,107.56062483,,,Taman Kopo Indah II,,,,
578,CC010578,true,,,-6.905635,6234414807777280-5640240442114048,Drg Rosi,107.598516666667,,,Jl. DR. Cipto Bandung,,,,
579,CC010579,true,,,-6.913805,6253549826605056-5725637813731328,PT Citra Buana Prasida,107.59818,,,Jl. Pasir Kaliki,,,,
580,CC010580,true,,,-6.2981883,5162493580148736-5725443533570048,PT. Taisei Pulauintan,106.8299371,,,Jl. Tol Lingkar Jakarta,,,,
581,CC010581,true,,,-6.91806855,5203769893584896-5766719847006208,Apartemen Swarnabumi,107.64446084,,,Jl. Kiara Condong,,,,
582,CC010582,true,,,-6.1914304504171,6581573189107712-5455673282265088,PT. Metakom Inti Pranata,106.757860053331,,,Jl. Pejuangan Raya,,,,
583,CC010583,true,,,-6.9146905,5190908077146112-6290974829445120,IBCC,107.6397513,,,Jl. Jakarta,,,,
584,CC010584,true,,,-6.17137326858938,4777563209596928-5678140542156800,Garis Miring Studio,106.761915553361,,,Jl. Surya Utama,,,,
585,CC010585,true,,,-6.88951428048313,5737590808379392-5744671061966848,PT. JASAMARGA (Persero), Cabang PURBALEUNYI,107.574550705031,,,Gunung Batu,,,
586,CC010586,true,,,-6.27449544612318,5134484169031680-5697434122452992,PT. Mega Power Teknindo,106.725256545469,,,GSSJ Samratulangi,,,,
587,CC010587,true,,,-6.32996272,4853127958233088-6050043001831424,PT. Sumber Megah Utama,108.34470827,,,Jl. Gatot Subroto,,,,
588,CC010588,true,,,-6.1958499099751,5138816130088960-5726376246116352,Multikon,106.76820514844,,,Jl. Panjang Raya,,,,
589,CC010589,true,Bandung,,-6.92109,6492758969679872-5675267779461120,PT Daleh Mukti (Proyek Kings),107.606233333333,,,Jl. Kepatihan,,,,
590,CC010590,true,,,-6.87839731,5188214058909696-5751164012331008,Bp. Adianto,107.57177248,,,Setra Duta Raya,,,,
591,CC010591,true,,,-6.33361271582544,6230863977119744-5756690997706752,PT. Taji Engineering Utama,106.674896646291,,,Jl. Tekno Widya,,,,
592,CC010592,true,,,-6.34603670798242,5695540528414720-5861022397104128,New Location,106.803118810058,,,Jl. Moh. Kajfi I,,,,
593,CC010593,true,,,-6.90584666666667,5700239927279616-5183398595264512,PT Pulau Intan,107.620536666667,,,Jl. R.E. Martadinata,,,,
594,CC010594,true,,,-6.88525333333333,5109097741418496-5744651969495040,Pak Imam,107.680096666667,,,Jl. Pasir Impun Atas,,,,
595,CC010595,true,,,-6.96242183389099,4651954944868352-6279833449398272,DKM Mesjid Darrussalam Adipura 2,107.688342427588,,,Gedebage,,,,
596,CC010596,true,,,-6.94905333333333,5131669640052736-5694619593474048,Pak Billy  BCC,107.599045,,,Jl. Soekarno Hatta,,,,
597,CC010597,true,,,-6.34833911,5075253063581696-5209171217612800,Perbaikan Jalan Indeamayy,108.32907044,,,Jl. Gatot Subroto,,,,
598,CC010598,true,,,-6.89914192256114,5117269151580160-5706809247531008,Ewindo,107.650427557206,,,Jl. Padasuka,,,,
599,CC010599,true,,,-6.2689843,6519598824292352-5125260240224256,PT. Karya Anugrah Mentari,106.6567449,,,Villa Melati Mas Raya,,,,
600,CC010600,true,,,-6.19177134241909,6205293620887552-5079393714044928,PT. Profindo Karya Utama,106.703653782606,,,K.H. Ahmad Dahlan,,,,
601,CC010601,true,,,-6.93294333333333,5069859759063040-5632809712484352,Pak Ricky,107.576746666667,,,Jl. Soekarno Hatta,,,,
602,CC010602,true,,,-6.35933103505522,6262128587571200-5699178634149888,Bp. Ahmad,107.289122510701,,,Jl. Harapan Jaya,,,,
603,CC010603,true,,,-6.1899967074057,5835029456355328-5759844980097024,PT Prima Sasana Adicipta,106.747968757543,,,Jl. Kencana Utama 1,,,,
604,CC010604,true,,,-6.93176612,4832481513570304-5717244776546304,PT. Brantas Abipraya,107.65981352,,,Jl. Kawaluyaan Indah Raya,,,,
605,CC010605,true,,,-6.906645,5952939831066624-5640240442114048,PT Citra Buana Prasida,107.598726666667,,,Jl. Pajajaran,,,,
606,CC010606,true,,,-6.26508097629994,5714472207384576-5217796283695104,PT. Total Bangun Persada Jo BBS,106.783568607643,,,Jl. Metro Pondok Indah,,,,
607,CC010607,true,,,-6.906625,5073429514420224-5636379467841536,Bu Anna,107.612823333333,,,Jl. Trunojoyo,,,,
608,CC010608,true,,,-6.9151861,5784362901569536-6370331732213760,Mall 23 Management Office,107.5947873,,,Paskal Hypersquare,,,,
609,CC010609,true,,,-6.30444352515042,6254350267580416-5649842210603008,PT. Eljindo K.A,106.847628392279,,,Jl. Tol Lingkar Luar Jakarta,,,,
610,CC010610,true,,,-6.22418306553113,6644142172012544-5518242265169920,JO Shimizu Total,106.834328847882,,,Jl. Achmad Bakrie Timur,,,,
611,CC010611,true,,,-6.5712441,6557532780756992-6225188211392512,Dinas PUPR Kota Bogor,106.7971697,,,Jl. Pemuda,,,,
612,CC010612,true,,,-6.83533441,5153826940125184-5716776893546496,Proyek Tol Cisumdawu,107.89232878,,,Jl. Tol Cileunnyi - Sumedang - Dawuan,,,,
613,CC010613,true,,,-6.87674833333333,6586625614151680-5843218314821632,Pak Kurnia Tantra,107.596113333333,,,Jl. Sukajadi,,,,
614,CC010614,true,,,-6.2434569,5291929667371008-5854879620792320,PT. Geotechnical Systemindo,106.8578255,,,Jl. M.T. Haryono,,,,
615,CC010615,true,,,-6.25252213398709,5952861850566656-5999917512261632,PT. Sinar Sakti Jaya,106.84142690757,,,Jl. Raya Pasir Minggu,,,,
616,CC010616,true,,,-6.32845373824239,5990391140581376-6583311375794176,Bpk. Agus,106.847816230729,,,Jl. Sawo Indah,,,,
617,CC010617,true,,,-6.84930281247944,5712168662073344-4586268755230720,PT Total Cakra Alam,107.546909200028,,,Jl. Kolonel Masturi,,,,
618,CC010618,true,,,-6.22923205830292,5710472183545856-5685658009993216,PT Pilar Garba Inti,106.856467691469,,,Jl. Tebet Raya,,,,
619,CC010619,true,,,-6.91991850268096,6666438186106880-4557836877037568,PT. Surya Anugerah Nusantara,107.631105668843,,,-6.9326644,107.60219 -6.9326644,107.60219,,
620,CC010620,true,,,-6.25420109834522,5869297792450560-6010035280805888,Ace Engineering & Construction Grand Wijaya Center,106.799993449822,,,Jl. Wijaya II,,,,
621,CC010621,true,,,-6.191839,4876202602921984-6488903766769664,PT Cipta Sukses,106.7681255,,,Jl. Panjang Raya,,,,
622,CC010622,true,,,-6.91320166666667,5713050069893120-5687280266117120,PT. Vista Bangun Cemerlang,107.630213333333,,,Jl. Mangga Bandung,,,,
623,CC010623,true,,,-6.33325472474688,5842067733348352-4716167826505728,PT Prospect Motor,107.139177303861,,,Jl. Moh. H. Thamrin,,,,
624,CC010624,true,,,-6.70858109,4829222975569920-5799934976589824,Hotel,108.55920051,,,Jl. Siliwangi,,,,
625,CC010625,true,,,-6.29276314166937,5622219833081856-5691306529521664,New Location,106.879268174149,,,Jl. Raya Pondok Gede,,,,
626,CC010626,true,,,-6.19846240617335,5198166806757376-5761116760178688,PT. Inovasi Sukses Sentosa,106.761789154261,,,Jl. Meruya Ilir,,,,
627,CC010627,true,,,-6.41121431338468,5122708056571904-5685658009993216,PT Sinergi Bersama Sejahtera,106.817890791514,,,Jl. Kartini,,,,
628,CC010628,true,,,-6.92293166666667,6545408557842432-6066313545908224,PT Daleh,107.603903333333,,,Kebon Jeruk,,,,
629,CC010629,true,,,-6.24862993431387,4813684622753792-5719879772536832,PT Bintang Rajawali Perkasa,106.843839779072,,,Jl. Raya Pasar Minggu,,,,
630,CC010630,true,,,-6.1977483,4979866738884608-6387241622437888,PT. Cahaya Sakti,106.761641,,,Jl. Meruya Ilir,,,,
631,CC010631,true,,,-6.91626843530685,6219005673078784-5093105766236160,Cisaranten Residence,107.68507707864,,,Arcamanik,,,,
632,CC010632,true,,,-6.91972032675233,5673647905701888-6693994696278016,Dinas Pekerjaan Umum, Penataan Ruang, Perumahan, Kawasan Pemukiman dan Pertanahan Sukabumi,106.913394290141,,,Jl. Arief Rahman Hakim,
633,CC010633,true,,,-6.32809096947312,5994043674722304-4868143767879680,PT. Inti Kharisma Wasantara,106.834009056911,,,Jl. Lenteng Agung Raya,,,,
634,CC010634,true,,,-6.91745197064215,4756832442646528-6586419791265792,Panghegar Putra,107.575651799801,,,Jl. Jendral Sudirman,,,,
635,CC010635,true,,,-6.25479871173087,6043921499029504-4918021592186880,Asosiasi Kontraktor Indonesia,106.799619495348,,,Jl. Wijaya III,,,,
636,CC010636,true,,,-7.48505833333333,4795294109663232-6202668993216512,Pak Ono,108.789365,,,Sidareja,,,,
637,CC010637,true,,,-6.1767873,6320686272348160-5194786365505536,PT Total Bangun Persada,106.7947489,,,Jl. Gelong Baru Barat,,,,
638,CC010638,true,,,-6.28117561340332,5130129088970752-5693079042392064,PT. Verbeck Mega Perkasa,106.770074749365,,,Jl. SD III,,,,
639,CC010639,true,,,-6.2580216639279,5389865894019072-5756029035872256,PT Bayu Sukses Pratama,106.858708084454,,,Jl. Kalibata,,,,
640,CC010640,true,,,-6.94010624587252,5740618122788864-6276150615605248,New Location,107.642374456924,,,Jl. Ibrahim Adji,,,,
641,CC010641,true,,,-6.1978133,4753724027174912-6583311375794176,PT. Inti Indah,106.7616144,,,Jl. Meruya Utara,,,,
642,CC010642,true,,,-6.19771345289798,6586179608641536-5438246519570432,PT. Delta Baja Masa,106.761930308591,,,Jl. Meruya,,,,
643,CC010643,true,,,-6.94068336859345,6046134749364224-5764659772653568,CV. IKHSAN,107.629152266309,,,Jl. Kliningan,,,,
644,CC010644,true,,,-6.8983461,6069774886895616-5039236138926080,PT. Hema Cipta Kreastika ( PT. HEPTA),107.6221482,,,Jl. Bondol,,,,
645,CC010645,true,,,-6.20180549037394,5875047377928192-6578734819704832,Satker Tanggap Darurat Kementrian PUPR,106.809279586662,,,Jl. Penjernihan,,,,
646,CC010646,true,,,-6.25808430835605,5781754312916992-5757088315736064,PT. Adhy Duta Prima,106.998483119532,,,Jl. R.A. Kartini,,,,
647,CC010647,true,,,-6.71434198,5910194705924096-6018067104530432,PT. Hikmah Putri,108.55509288,,,Jl. Cangkring 2,,,,
648,CC010648,true,,,-6.9024254,5225158092521472-4709538678702080,TB Buana Pembangunan,107.6577129,,,Jl. A.H. Nasution,,,,
649,CC010649,true,,,-6.88883102,5842487633510400-4716587726667776,Bp. Sensen,107.58355478,,,Jl. Babakan Jeruk,,,,
650,CC010650,true,,,-6.35017029,5554528195706880-5144582157238272,PT. Arsel Bagja Abadi,108.32884924,,,Jl. Gatot Subroto,,,,
651,CC010651,true,,,-6.31784022,6224111416115200-5098211509272576,PT. Citra Nusa Padjajaran,106.93392173,,,Green Park Residence,,,,
652,CC010652,true,,,-6.93430291,4737324801851392-6566912150470656,PT. Harmoni Jaya Sejahtera,107.63335752,,,Jl. R.A.A. Martanegara,,,,
