no,locationCode,nickname
678,6066157182255104-6219186867011584,Rolland
679,5742571661819904-5268673560313856,Rolland
680,4811811983458304-6219186867011584,Rolland
681,4658010479656960-6487597828276224,Rolland
682,4819136546865152-6226511430418432,Rolland
683,5991592053702656-4865692146860032,Rolland
684,6168877364936704-6066313545908224,Rolland
685,4920416103563264-6327790987116544,Rolland
686,5167711998967808-5769763334651904,Rolland
687,5820087768449024-5668574207148032,Rolland
688,4779431453261824-6609018801881088,Rolland
689,6221383977664512-6270578533072896,Rolland
690,5959710343692288-5660348975677440,Rolland
691,4878719688638464-6286094572191744,Rolland
692,5740957525868544-5654293675769856,Rolland
693,4906133860909056-6313508744462336,Rolland
694,4857144289525760-5725637813731328,Rolland
695,5762702576189440-5669798138609664,Rolland
696,4910999823974400-5694015311708160,Rolland
697,5754868253851648-5695902647844864,Rolland
698,4867176360050688-6274551243603968,Rolland
699,5120177079320576-5683127032741888,Rolland
700,5301199213428736-5864149166850048,Rolland
701,5660612814176256-5652383656837120,Rolland
702,5766947849371648-5706739387203584,Rolland
703,6243715525902336-5117815619059712,Rolland
704,5725068160139264-5712209028055040,Rolland
705,6314999769202688-5189099862360064,Rolland
706,6303373460504576-5721036024709120,Rolland
707,5098603492147200-5661553445568512,Rolland
708,5132952694423552-5695902647844864,Rolland
709,6201993139847168-5649994950377472,Rolland
710,4969141299576832-5927843498295296,Rolland
711,4906518294036480-6313893177589760,Rolland
712,6509418980048896-5134002948145152,Rolland
713,5129576481030144-5347372125126656,Rolland
714,5940101670502400-4814201763659776,Rolland
715,6034171923267584-5620187004928000,Rolland
716,6292263789395968-5166363882553344,Rolland
717,5077290488692736-5640240442114048,Rolland
718,5622172420669440-5394968650711040,Rolland
719,4801943591452672-6209318475005952,Rolland
720,5939010178383872-4813110271541248,Rolland
721,6325382315769856-5199482408927232,Rolland
722,6234414807777280-5640240442114048,Rolland
723,6253549826605056-5725637813731328,Rolland
724,5737590808379392-5744671061966848,Rolland
725,6492758969679872-5675267779461120,Rolland
726,5700239927279616-5183398595264512,Rolland
727,5109097741418496-5744651969495040,Rolland
728,5069859759063040-5632809712484352,Rolland
729,5952939831066624-5640240442114048,Rolland
730,5073429514420224-5636379467841536,Rolland
731,6545408557842432-6066313545908224,Rolland
732,4795294109663232-6202668993216512,Rolland
733,5579111380549632-4824442676969472,Rolland
734,4800831329140736-6208206212694016,Rolland
735,4906974902747136-5683127032741888,Rolland
736,5352997592760320-4513378731032576,Rolland
737,5815714015346688-6066313545908224,Rolland
738,5204516647469056-5767466600890368,Rolland
739,5683444222787584-5642925501317120,Rolland
740,5106848185188352-5669798138609664,Rolland
741,5875865837633536-6129109994307584,Rolland
742,5105172443299840-5668122396721152,Rolland
743,4653880767938560-6483468116557824,Rolland
744,5670758869106688-5926791533297664,Rolland
745,6540327577976832-5414427671134208,Rolland
746,5675494473203712-5725637813731328,Rolland
747,new12,Rolland
748,5197935448948736-4873590256173056,Rolland
749,4950923289821184-4873590256173056,Rolland
750,4815978101735424-6219186867011584,Rolland
751,new26,Rolland
752,6266983108575232-5141083201732608,Rolland
753,5502074095665152-4645189465407488,Rolland
754,5766520500125696-5695902647844864,Rolland
755,5206813381230592-5769763334651904,Rolland
756,5201891080273920-6208206212694016,Rolland
757,4808184984240128-6215559867793408,Rolland
758,5196731213938688-5759681167360000,Rolland
759,5596169782689792-6313893177589760,Rolland
760,5756422495141888-6214540886802432,Rolland
761,5740627450920960-5168499152388096,Rolland
762,4923300442537984-6330675326091264,Rolland
763,5179718949142528-5742668902563840,Rolland
764,5180164350672896-5743114304094208,Rolland
765,5483118895038464-6046068848459776,Rolland
766,5176073226551296-5739023179972608,Rolland
767,5737014913662976-5379658602250240,Rolland
768,6266254440529920-5140354533687296,Rolland
769,5187608837619712-5750558791041024,Rolland
770,5189662905729024-5752612859150336,Rolland
771,6574381769687040-5448481862844416,Rolland
772,5181407978586112-5744357932007424,Rolland
773,5744217674481664-5655758528053248,Rolland
774,5143396444274688-5706346397696000,Rolland
775,5143789433782272-5706739387203584,Rolland
776,6295675637596160-5169775730753536,Rolland
777,6294399059230720-5168499152388096,Rolland
778,5148651336761344-5711601290182656,Rolland
779,5149643608424448-5712593561845760,Rolland
780,5149259074633728-5712209028055040,Rolland
781,4690030031273984-6519617379893248,Rolland
782,6031038308417536-5183398595264512,Rolland
783,4844527521103872-5126002497814528,Rolland
784,5190559480152064-6012431537012736,Rolland
785,5129111383048192-6313508744462336,Rolland
786,5158086071287808-5721036024709120,Rolland
787,5415793101635584-5026733489127424,Rolland
788,5168608841826304-5731558795247616,Rolland
789,5731972085186560-5694015311708160,Rolland
790,5861021054926848-4735121148084224,Rolland
791,5167500102729728-5730450056151040,Rolland
792,5100674001928192-5169775730753536,Rolland
793,5163388913057792-5726338866479104,Rolland
794,5163674259947520-6046068848459776,Rolland
795,5635693648805888-5749020655878144,Rolland
796,6017028796186624-4891128889344000,Rolland
797,5074123587846144-5637073541267456,Rolland
798,5636740010213376-5434150697828352,Rolland
799,5107850221191168-5670800174612480,Rolland
800,5070712175853568-5633662129274880,Rolland
801,5630649981468672-5636379467841536,Rolland
802,5999490163015680-4873590256173056,Rolland
803,5080808805105664-5643758758526976,Rolland
804,5081622768517120-5644572721938432,Rolland
805,4606828327469056-6647521908621312,Rolland
806,5079635104628736-5642585058050048,Rolland
807,4866831588261888-5633722695024640,Rolland
808,4906998055305216-6314372938858496,Rolland
809,5076093233004544-5639043186425856,Rolland
810,5789746441748480-4663846534905856,Rolland
811,5089471083053056-5652421036474368,Rolland
812,5089433703415808-5652383656837120,Rolland
813,5088640979959808-5651590933381120,Rolland
814,4785380083630080-6192754967183360,Rolland
815,5161187809427456-5695902647844864,Rolland
816,6324035172433920-5198135265591296,Rolland
817,5091343722348544-5654293675769856,Rolland
818,new32,Rolland
819,5087044996956160-5649994950377472,Rolland
820,6180353618214912-5054453711372288,Rolland
821,5085292683853824-5648242637275136,Rolland
822,5647217180278784-5721266711429120,Rolland
823,4817934560002048-6225309443555328,Rolland
824,6225725837279232-5756702523654144,Rolland
825,5350266496876544-5913216450297856,Rolland
826,6276723020660736-5150823113818112,Rolland
827,5106730979557376-5669680932978688,Rolland
828,5078131194986496-5752612859150336,Rolland
829,5224300407685120-5787250361106432,Rolland
830,5104724189642752-5667674143064064,Rolland
831,dfg,Rolland
832,4687725278003200-5370881970798592,Rolland
833,5668251581284352-6226511430418432,Rolland
834,6264945146593280-5139045239750656,Rolland
835,5121360342810624-5864149166850048,Rolland
836,6240833384742912-5114933477900288,Rolland
837,6312278001451008-5652383656837120,Rolland
838,5857777280876544-4731877374033920,Rolland
839,5113464414535680-5676414367956992,Rolland
840,5112317826039808-5675267779461120,Rolland
841,6108457207857152-4982557301014528,Rolland
842,5111780653137920-5674730606559232,Rolland
843,5673693908828160-6225309443555328,Rolland
844,5371848707538944-6306223137751040,Rolland
845,5124081036820480-5687030990241792,Rolland
846,new35,Rolland
847,6329789891739648-6483468116557824,Rolland
848,5688997212848128-4711146976182272,Rolland
849,5639278637875200-4513378731032576,Rolland
850,5932685805486080-4806785898643456,Rolland
851,5934639780724736-5743114304094208,Rolland
852,6246810251165696-5120910344323072,Rolland
853,5682285990903808-5706346397696000,Rolland
854,5132666542227456-5695616495648768,Rolland
855,5132824516493312-5695774469914624,Rolland
856,6258814953193472-5132915046350848,Rolland
857,5698727796801536-5739023179972608,Rolland
858,4677197071646720-4801543891058688,Rolland
859,4814934592454656-6222309476007936,Rolland
860,5131065358286848-5694015311708160,Rolland
861,5230828590202880-5434912551206912,Rolland
862,5566160040886272-6129109994307584,Rolland
863,4910254110277632-6317628993830912,Rolland
864,5927443797901312-4801543891058688,Rolland
865,4918993831854080-5644572721938432,Rolland
866,6560812458049536-5434912551206912,Rolland
867,4836910295941120-5893787930853376,Rolland
868,5697699554787328-4731877374033920,Rolland
869,new15,Rolland
870,5155803531051008-5718753484472320,Rolland
871,5637776707944448-5674730606559232,Rolland
872,6259902854987776-5134002948145152,Rolland
873,6550401658650624-4865692146860032,Rolland
874,4748860681355264-5448481862844416,Rolland
875,6704084513980416-4813110271541248,Rolland
876,4847607985733632-5926791533297664,Rolland
877,5357568209715200-5639043186425856,Rolland
878,5147146789584896-5644572721938432,Rolland
879,5373791811141632-6208190140121088,Rolland
880,new1,Rolland
881,5977377624555520-4851477717712896,Rolland
882,6268112181657600-5347372125126656,Rolland
883,5166059208310784-5729009161732096,Rolland
884,5944355231629312-5718753484472320,Rolland
885,5070772741603328-5633722695024640,Rolland
886,5354957305806848-5768820354449408,Rolland
887,5950342583812096-4824442676969472,Rolland
888,5074307600351232-5712209028055040,Rolland
889,5680607967313920-4803554170634240,Rolland
890,5733913108414464-5116339760922624,Rolland
891,6477006237597696-6219186867011584,Rolland
892,6556026220314624-6274551243603968,Rolland
893,6246076986163200-5683127032741888,Rolland
894,5153266178457600-5662457099976704,Rolland
895,5735180660637696-5434150697828352,Rolland
896,6505558509092864-5379658602250240,Rolland
897,4790080187138048-6197455070691328,Rolland
898,new22,Rolland
899,4794618256293888-5695616495648768,Rolland
900,6560050604670976-5434150697828352,Rolland
901,5894956833046528-5347372125126656,Rolland
902,5184225074479104-5054453711372288,Rolland
903,5750062185447424-5116339760922624,Rolland
904,5907007940853760-6610695382630400,Rolland
905,6312871076036608-5094474753507328,Rolland
906,5683934620811264-5668574207148032,Rolland
907,5089566142758912-5767466600890368,Rolland
908,new16,Rolland
909,5186070702456832-5749020655878144,Rolland
910,5970513092411392-5663204961157120,Rolland
911,5694815652020224-5026733489127424,Rolland
912,5749999572877312-5132915046350848,Rolland
913,5459143146078208-5434912551206912,Rolland
914,6311026052038656-5141527932174336,Rolland
915,5172816567599104-5169775730753536,Rolland
916,5100255007735808-5663204961157120,Rolland
917,6032874809589760-5683127032741888,Rolland
918,5521719611621376-5662457099976704,Rolland
919,5392540819783680-5669798138609664,Rolland
920,5110614166863872-5673564120285184,Rolland
921,6394573467156480-5268673560313856,Rolland
922,5429452305596416-4513378731032576,Rolland
923,5074937853247488-5637887806668800,Rolland
924,4692000045531136-6521587394150400,Rolland
925,6389797329305600-4945255946256384,Danny
926,5179654256197632-5088867237494784,Danny
927,5259803177779200-5650323079168000,Danny
928,5346837032599552-5909786986020864,Danny
929,5051130916634624-6576677530370048,Danny
930,newjkt-08,Danny
931,4560201424306176-5707125196062720,Danny
932,4747090181750784-6576677530370048,Danny
933,5723208305082368-6490423681875968,Danny
934,5466930391547904-5635258749812736,Danny
935,5804809764470784-5718607623356416,Danny
936,5123537908006912-5148150218096640,Danny
937,5243285471756288-5644979804307456,Danny
938,5940219312340992-4814319405498368,Danny
939,6510804979417088-5384905072574464,Danny
940,4701557153071104-6341212457926656,Danny
941,5918732530483200-4792832623640576,Danny
942,5200778213982208-5662040521703424,Danny
943,5638884440408064-5488109613481984,Danny
944,5202268869623808-5765218823045120,Danny
945,4860673007812608-6583311375794176,Danny
946,5741514026123264-5670377556541440,Danny
947,6579711287230464-5453811380387840,Danny
948,5196316112060416-5759266065481728,Danny
949,5717645819117568-4591745912274944,Danny
950,6029782600908800-4903882694066176,Danny
951,5194137020137472-5757086973558784,Danny
952,5101258302029824-5697434122452992,Danny
953,5930027388502016-5717571730931712,Danny
954,4674566269960192-6504153618579456,Danny
955,6400596890353664-4752319438651392,Danny
956,6332860759801856-5204160131629056,Danny
957,5473744189390848-6036694142812160,Danny
958,6316856906350592-5190956999507968,Danny
959,5631265269088256-5678140542156800,Danny
960,5683330573926400-5637080218599424,Danny
961,5131088913498112-5694038866919424,Danny
962,5759576880185344-5738398396448768,Danny
963,newjkt-18,Danny
964,5088826603077632-5660933426774016,Danny
965,4715687461257216-5673293369573376,Danny
966,4688746339368960-6518333687988224,Danny
967,5430032931487744-5664606865326080,Danny
968,5923818644176896-5079393714044928,Danny
969,6323361131003904-6221604765827072,Danny
970,newjkt-22,Danny
971,5671464854355968-5763568280535040,Danny
972,newjkt-14,Danny
973,newjkt-21,Danny
974,5771635437076480-4645735530233856,Danny
975,5146428489859072-5709378443280384,Danny
976,4831260937551872-4645735530233856,Danny
977,4848654112260096-5693079042392064,Danny
978,5634341505859584-5649814393978880,Danny
979,5105401552961536-5668351506382848,Danny
980,5067507727597568-5638590201593856,Danny
981,5410346177134592-4916235959533568,Danny
982,5167711998967808-5769763334651904,Danny
983,6304200141045760-4795676630188032,Danny
984,6234545166745600-5108645259902976,Danny
985,5192959897108480-5755909850529792,Danny
986,6221383977664512-6270578533072896,Danny
987,5659515483586560-5643291244625920,Danny
988,5740957525868544-5654293675769856,Danny
989,5764451433185280-5648867420798976,Danny
990,6276259533291520-5150359626448896,Danny
991,5123750123012096-5686700076433408,Danny
992,5754868253851648-5695902647844864,Danny
993,5428245017133056-4808816243769344,Danny
994,6030819298639872-4904919391797248,Danny
995,5728191104679936-5810490194264064,Danny
996,5470813813735424-5160115879542784,Danny
997,6286406225756160-5723456272334848,Danny
998,5759141041668096-5637080218599424,Danny
999,5709862331744256-5635258749812736,Danny
1000,5678781834461184-5688789108260864,Danny
1001,5664359569162240-4981220324671488,Danny
1002,6246658014707712-5123118192394240,Danny
1003,6196176244178944-5070276337336320,Danny
1004,6213481304948736-5087581398106112,Danny
1005,6237477018796032-5111577111953408,Danny
1006,5662238257971200-4536338351128576,Danny
1007,6314999769202688-5189099862360064,Danny
1008,6489975428218880-4591745912274944,Danny
1009,4913181197598720-5761823785615360,Danny
1010,5132952694423552-5695902647844864,Danny
1011,5425591683645440-5988541637066752,Danny
1012,5694880546291712-5693735937507328,Danny
1013,5109034055106560-6312045804781568,Danny
1014,4885344709246976-5194786365505536,Danny
1015,5150213161353216-5713163114774528,Danny
1016,6237902069563392-6223082284908544,Danny
1017,6313010259820544-5634495621365760,Danny
1018,5738586938802176-4917913177817088,Danny
1019,6170208704135168-5748828388982784,Danny
1020,5804789464039424-4678889557196800,Danny
1021,5198331005370368-5674952116142080,Danny
1022,5071545667944448-5634495621365760,Danny
1023,5144175242641408-5707125196062720,Danny
1024,5934716150611968-4808816243769344,Danny
1025,5099090568282112-5662040521703424,Danny
1026,4925550233649152-5182543896772608,Danny
1027,4777563209596928-5678140542156800,Danny
1028,5134484169031680-5697434122452992,Danny
1029,6519598824292352-5125260240224256,Danny
1030,6205293620887552-5079393714044928,Danny
1031,5714472207384576-5217796283695104,Danny
1032,5291929667371008-5854879620792320,Danny
1033,5990391140581376-6583311375794176,Danny
1034,5198166806757376-5761116760178688,Danny
1035,6320686272348160-5194786365505536,Danny
1036,5130129088970752-5693079042392064,Danny
1037,4753724027174912-6583311375794176,Danny
1038,6202524138733568-5076624231890944,Danny
1039,6306611127648256-5180711220805632,Danny
1040,5921576537030656-4795676630188032,Danny
1041,5204516647469056-5767466600890368,Danny
1042,5101656911904768-5664606865326080,Danny
1043,5766872888770560-5128630011166720,Danny
1044,4813619762036736-5712272949248000,Danny
1045,5144501492383744-5718607623356416,Danny
1046,6270671344631808-5108175095201792,Danny
1047,4881721166135296-6289096049688576,Danny
1048,5639846211092480-5139546945617920,Danny
1049,5976322471886848-4850422565044224,Danny
1050,6071155853099008-4945255946256384,Danny
1051,5948011221876736-4822111315034112,Danny
1052,4864953513148416-5709378443280384,Danny
1053,5702587831549952-5755909850529792,Danny
1054,5769848999116800-5905617210310656,Danny
1055,6254529918009344-5128630011166720,Danny
1056,5198873832194048-5761823785615360,Danny
1057,5200618327113728-5763568280535040,Danny
1058,5423191417683968-4792499092586496,Danny
1059,6326770361958400-5710311357153280,Danny
1060,5526463604326400-5740456054882304,Danny
1061,5766712565694464-5679211196973056,Danny
1062,5766520500125696-5695902647844864,Danny
1063,4815707401355264-6223082284908544,Danny
1064,5206813381230592-5769763334651904,Danny
1065,4830731750604800-4916235959533568,Danny
1066,4863203649519616-6270578533072896,Danny
1067,5124654985379840-4693195992596480,Danny
1068,6274050124939264-5148150218096640,Danny
1069,4808184984240128-6215559867793408,Danny
1070,5098807469539328-5759266065481728,Danny
1071,5196373121040384-5759323074461696,Danny
1072,5143506939019264-5640082467848192,Danny
1073,5178300234203136-5741250187624448,Danny
1074,6308443803615232-5182543896772608,Danny
1075,5742179444064256-5685619019743232,Danny
1076,5076017265770496-5126740829536256,Danny
1077,5737874460770304-5988541637066752,Danny
1078,5176073226551296-5739023179972608,Danny
1079,5175448443027456-5738398396448768,Danny
1080,5173298946113536-5736248899534848,Danny
1081,6266254440529920-5140354533687296,Danny
1082,5749309056221184-5101344520142848,Danny
1083,5185878435561472-5748828388982784,Danny
1084,5677063579107328-5238376693235712,Danny
1085,6042135866376192-4916235959533568,Danny
1086,5189662905729024-5752612859150336,Danny
1087,5181795398057984-5744745351479296,Danny
1088,5142307334520832-5705257287942144,Danny
1089,5143396444274688-5706346397696000,Danny
1090,6264159503122432-4904919391797248,Danny
1091,5708290877030400-5686700076433408,Danny
1092,6295675637596160-5169775730753536,Danny
1093,5139188852719616-5702138806140928,Danny
1094,5914400183549952-4788500276707328,Danny
1095,6330060038471680-5204160131629056,Danny
1096,5136939296489472-5699889249910784,Danny
1097,5086676166639616-5633322424205312,Danny
1098,5077132514426880-5640082467848192,Danny
1099,5173315421339648-5649814393978880,Danny
1100,5716366757724160-4788500276707328,Danny
1101,5716463897804800-5710311357153280,Danny
1102,5711331311222784-5713163114774528,Danny
1103,5149322995826688-5712272949248000,Danny
1104,5709917931438080-5217796283695104,Danny
1105,4763877631852544-5631592022147072,Danny
1106,5159192998445056-5722142951866368,Danny
1107,5160506318913536-5723456272334848,Danny
1108,4933837574373376-6341212457926656,Danny
1109,6331349468184576-5673789975166976,Danny
1110,5720532372684800-5088867237494784,Danny
1111,6364276600078336-5238376693235712,Danny
1112,6234834875711488-5108934968868864,Danny
1113,5734919842037760-5740456054882304,Danny
1114,5287809485111296-4814319405498368,Danny
1115,5167489465974784-5730439419396096,Danny
1116,5100674001928192-5169775730753536,Danny
1117,6265446852460544-5139546945617920,Danny
1118,5726488619909120-5640082467848192,Danny
1119,5164387425845248-5727337379266560,Danny
1120,5635693648805888-5749020655878144,Danny
1121,6343696190537728-5217796283695104,Danny
1122,5070712175853568-5633662129274880,Danny
1123,5070054039224320-5633003992645632,Danny
1124,5070372470784000-5633322424205312,Danny
1125,5068642068725760-5631592022147072,Danny
1126,6537861260115968-5411961353273344,Danny
1127,5080341291204608-5643291244625920,Danny
1128,4714981576671232-5755909850529792,Danny
1129,5642980933238784-5699889249910784,Danny
1130,6199133832478720-5073233925636096,Danny
1131,5082029850886144-5644979804307456,Danny
1132,4917043933478912-6324418817032192,Danny
1133,5066642023251968-5736248899534848,Danny
1134,5367727988408320-5930677941829632,Danny
1135,5651574659481600-5666946347433984,Danny
1136,5161187809427456-5695902647844864,Danny
1137,5089826860695552-5652776814116864,Danny
1138,5091343722348544-5654293675769856,Danny
1139,5091845830868992-5654795784290304,Danny
1140,4804928761495552-6212303645048832,Danny
1141,6046102302228480-4917913177817088,Danny
1142,5097983473352704-5660933426774016,Danny
1143,6214767144337408-5088867237494784,Danny
1144,4836109083213824-5125260240224256,Danny
1145,6749307164164096-6289096049688576,Danny
1146,5455705729400832-5141004885688320,Danny
1147,5659569942429696-5037187305308160,Danny
1148,6205589067661312-5702042806910976,Danny
1149,5918398999429120-4792499092586496,Danny
1150,5658270110842880-6609339078934528,Danny
1151,5112002162720768-5674952116142080,Danny
1152,5112066000027648-5108934968868864,Danny
1153,5659434281861120-5705257287942144,Danny
1154,6286015786385408-5160115879542784,Danny
1155,4905411635314688-6312786518867968,Danny
1156,5078131194986496-5752612859150336,Danny
1157,6294703028830208-5168803121987584,Danny
1158,5996109017120768-4870209110278144,Danny
1159,5103996394012672-5666946347433984,Danny
1160,5182813288529920-5674952116142080,Danny
1161,6192699166162944-5066799259320320,Danny
1162,5103430095863808-5666380049285120,Danny
1163,6264945146593280-5139045239750656,Danny
1164,5664950747922432-6232013669400576,Danny
1165,5102503221788672-5665453175209984,Danny
1166,5115190588735488-5678140542156800,Danny
1167,6289685097742336-5675322238304256,Danny
1168,5116261243551744-5679211196973056,Danny
1169,5680975992324096-5702042806910976,Danny
1170,6307244199116800-5705257287942144,Danny
1171,5917339954446336-4791440047603712,Danny
1172,5112372284882944-5675322238304256,Danny
1173,5110840021745664-5673789975166976,Danny
1174,4830751447056384-5710311357153280,Danny
1175,5125785736183808-5688735689605120,Danny
1176,5689531432960000-5757086973558784,Danny
1177,6242900337754112-6324418817032192,Danny
1178,4824638785847296-6232013669400576,Danny
1179,newjkt-13,Danny
1180,5122669066321920-5685619019743232,Danny
1181,6227244426985472-5101344520142848,Danny
1182,5682285990903808-5706346397696000,Danny
1183,6114479322431488-5905617210310656,Danny
1184,6437682020352000-5727337379266560,Danny
1185,5133232471277568-5696182424698880,Danny
1186,6315906477064192-5190006570221568,Danny
1187,newjkt-19,Danny
1188,5698727796801536-5739023179972608,Danny
1189,5697811861471232-5693735937507328,Danny
1190,6163087212150784-5037187305308160,Danny
1191,6266904792530944-5141004885688320,Danny
1192,5693695504416768-5389519478063104,Danny
1193,5695361817509888-5744745351479296,Danny
1194,6609643048534016-5713163114774528,Danny
1195,5693041058775040-5652776814116864,Danny
1196,5691400314159104-5727337379266560,Danny
1197,5967284082311168-4885996000772096,Danny
1198,4667878636781568-6497465985400832,Danny
1199,6472736939442176-5909786986020864,Danny
1200,4814229882273792-6221604765827072,Danny
1201,5382095996190720-5137355874762752,Danny
1202,5107250855149568-5670200808570880,Danny
1203,newjkt-06,Danny
1204,5821271501701120-4775464144994304,Danny
1205,5144280234459136-5740456054882304,Danny
1206,5558015977586688-5956451503702016,Danny
1207,6467397456232448-5037187305308160,Danny
1208,5225349956763648-4885996000772096,Danny
1209,4876776887025664-6284151770578944,Danny
1210,6107120231514112-4981220324671488,Danny
1211,5377269358919680-4814319405498368,Danny
1212,5857824693288960-5488109613481984,Danny
1213,5110343416152064-5673293369573376,Danny
1214,6233874380095488-5107974473252864,Danny
1215,4587264147456000-5453811380387840,Danny
1216,5155803531051008-5718753484472320,Danny
1217,6301685840347136-5190006570221568,Danny
1218,6253632001409024-4903882694066176,Danny
1219,6315763971391488-4775464144994304,Danny
1220,4779751730315264-6609339078934528,Danny
1221,5435389527457792-5634495621365760,Danny
1222,5944355231629312-5718753484472320,Danny
1223,6662324882505728-6665211100528640,Danny
1224,6153946448003072-5763568280535040,Danny
1225,6272328396701696-5709378443280384,Danny
1226,5974554019102720-5693079042392064,Danny
1227,5636368763977728-5126740829536256,Danny
1228,4872480946651136-5137355874762752,Danny
1229,4660836333256704-6490423681875968,Danny
1230,6301873912938496-5650323079168000,Danny
1231,5766567912538112-4693195992596480,Danny
1232,6252640736378880-5126740829536256,Danny
1233,newjkt-25,Danny
1234,new6,Danny
1235,5704634551238656-5694038866919424,Danny
1236,4825100276727808-5693735937507328,Danny
1237,5653016644419584-6324418817032192,Danny
1238,newjkt-10,Danny
1239,5158631901233152-5721581854654464,Danny
1240,4754961313300480-5070276337336320,Danny
1241,5094328489738240-5657278443159552,Danny
1242,5725475578052608-5111577111953408,Danny
1243,6739303547797504-4916235959533568,Danny
1244,6444366902067200-5717571730931712,Danny
1245,5635617681571840-5654795784290304,Danny
1246,5722152447770624-6312045804781568,Danny
1247,5322952702689280-5670200808570880,Danny
1248,5710342395002880-5631592022147072,Danny
1249,5202778729218048-5073233925636096,Danny
1250,5682553453281280-5740456054882304,Danny
1251,5203794354765824-5389519478063104,Danny
1252,5717107706691584-6221604765827072,Danny
1253,5075640248172544-5638590201593856,Danny
1254,5089566142758912-5767466600890368,Danny
1255,5123197917724672-5170804408975360,Danny
1256,5685063492567040-5726885736611840,Danny
1257,5683762654347264-5668351506382848,Danny
1258,6515419384905728-5389519478063104,Danny
1259,5634684163719168-5761823785615360,Danny
1260,5186070702456832-5749020655878144,Danny
1261,4797918737334272-5079393714044928,Danny
1262,6263255781605376-5137355874762752,Danny
1263,6254513644109824-6312045804781568,Danny
1264,6328947172179968-5203047265337344,Danny
1265,4906219928027136-6313594811580416,Danny
1266,6324066713600000-5093303032741888,Danny
1267,5663561476997120-4903882694066176,Danny
1268,6256028995813376-5693079042392064,Danny
1269,5172816567599104-5169775730753536,Danny
1270,6399915265622016-5125260240224256,Danny
1271,newjkt-03,Danny
1272,5138129807736832-4791440047603712,Danny
1273,5678444713082880-5648867420798976,Danny
1274,6219202939584512-5093303032741888,Danny
1275,5704679732281344-6324418817032192,Danny
1276,5796004276207616-5123118192394240,Danny
1277,4587152176316416-4752319438651392,Danny
1278,5478850670624768-4536338351128576,Danny
1279,6293263543697408-6284151770578944,Danny
1280,5902230762815488-6497465985400832,Danny
1281,newjkt-26,Danny
1282,5413372518465536-4850422565044224,Danny
1283,5709592587665408-5668351506382848,Danny
1284,6320922294222848-5670377556541440,Danny
1285,5460633935937536-5384905072574464,Danny
1286,6578033431412736-5066799259320320,Danny
1287,6027530528096256-5181067635982336,Denny
1288,5750501782061056-5635220564869120,Denny
1289,5663773708779520-5748014392016896,Denny
1290,6211098034307072-5085198127464448,Denny
1291,6220374660349952-5094474753507328,Denny
1292,4663470658158592-6477188102619136,Denny
1293,6244047077244928-5093824770605056,Denny
1294,5145639960707072-5708589914128384,Denny
1295,5918732530483200-4792832623640576,Denny
1296,6708574096982016-5582674190139392,Denny
1297,4927210506944512-5710238879580160,Denny
1298,6278183007551488-5152283100708864,Denny
1299,4773601437810688-5734385621925888,Denny
1300,5920518163136512-5695616495648768,Denny
1301,5195116641779712-5758066595201024,Denny
1302,6256280586944512-5130380680101888,Denny
1303,6494907124416512-5669869676658688,Denny
1304,5647476354711552-5744357932007424,Denny
1305,5266077789454336-5843218314821632,Denny
1306,6267528737193984-5682238511382528,Denny
1307,4525025608597504-4924590711111680,Denny
1308,5516975014936576-5109760575668224,Denny
1309,5163173560713216-5726123514134528,Denny
1310,5167711998967808-5769763334651904,Denny
1311,6219724677447680-5093824770605056,Denny
1312,5192684180340736-4629734226919424,Denny
1313,6221383977664512-6270578533072896,Denny
1314,5072049319968768-4822720025985024,Denny
1315,5740957525868544-5654293675769856,Denny
1316,4906133860909056-6313508744462336,Denny
1317,5943842352136192-5653852602761216,Denny
1318,new34,Denny
1319,5673173882241024-5066975755632640,Denny
1320,6306967542824960-5181067635982336,Denny
1321,5754868253851648-5695902647844864,Denny
1322,5126177685504000-5682238511382528,Denny
1323,5369649449402368-5669036587220992,Denny
1324,4867176360050688-6274551243603968,Denny
1325,5766947849371648-5706739387203584,Denny
1326,4831648155697152-6239023039250432,Denny
1327,6243715525902336-5117815619059712,Denny
1328,5725068160139264-5712209028055040,Denny
1329,6314999769202688-5189099862360064,Denny
1330,5132952694423552-5695902647844864,Denny
1331,5171435668504576-5734385621925888,Denny
1332,6201993139847168-5649994950377472,Denny
1333,5631943370604544-4629734226919424,Denny
1334,5178415527231488-5741365480652800,Denny
1335,6509418980048896-5134002948145152,Denny
1336,4689890075738112-5178880692322304,Denny
1337,6607579450966016-5481679544123392,Denny
1338,4873223170686976-5700983627710464,Denny
1339,5690449683546112-5171359936151552,Denny
1340,6325382315769856-5199482408927232,Denny
1341,6235660482510848-5109760575668224,Denny
1342,5737590808379392-5744671061966848,Denny
1343,5131669640052736-5694619593474048,Denny
1344,5069859759063040-5632809712484352,Denny
1345,6586625614151680-5843218314821632,Denny
1346,5713050069893120-5687280266117120,Denny
1347,6235819966726144-5481679544123392,Denny
1348,5099169354088448-5662119307509760,Denny
1349,6250230219538432-5687280266117120,Denny
1350,4839129250529280-6246504134082560,Denny
1351,5204516647469056-5767466600890368,Denny
1352,4653880767938560-6483468116557824,Denny
1353,new9,Denny
1354,6540327577976832-5414427671134208,Denny
1355,6214314562158592-5688846788329472,Denny
1356,6665478663569408-5700983627710464,Denny
