no,locationCode,nickname
1988,5170418298126336-5733368251547648,Febrina
1989,5100674001928192-5169775730753536,Febrina
1990,5635693648805888-5749020655878144,Febrina
1991,5635480947261440-5732605190209536,Febrina
1992,5074123587846144-5637073541267456,Febrina
1993,5636740010213376-5434150697828352,Febrina
1994,5107850221191168-5670800174612480,Febrina
1995,5070712175853568-5633662129274880,Febrina
1996,5630110493310976-5187840530972672,Febrina
1997,6240625464705024-5114725557862400,Febrina
1998,4872458565844992-6279833449398272,Febrina
1999,5197343146115072-5139146339254272,Febrina
2000,4606828327469056-6647521908621312,Febrina
2001,5079635104628736-5642585058050048,Febrina
2002,6301225439985664-5175325533143040,Febrina
2003,5078937809977344-5641887763398656,Febrina
2004,5076093233004544-5639043186425856,Febrina
2005,5088640979959808-5651590933381120,Febrina
2006,4785380083630080-6192754967183360,Febrina
2007,5161187809427456-5695902647844864,Febrina
2008,5652786310021120-6308297103638528,Febrina
2009,6324035172433920-5198135265591296,Febrina
2010,5091343722348544-5654293675769856,Febrina
2011,5087044996956160-5649994950377472,Febrina
2012,6180353618214912-5054453711372288,Febrina
2013,new28,Febrina
2014,5647217180278784-5721266711429120,Febrina
2015,5098400051625984-5661350005047296,Febrina
2016,4817934560002048-6225309443555328,Febrina
2017,6276723020660736-5150823113818112,Febrina
2018,5097057203257344-5660007156678656,Febrina
2019,5657823702679552-5724627624001536,Febrina
2020,5656058538229760-5686003050217472,Febrina
2021,5106730979557376-5669680932978688,Febrina
2022,5106575253438464-5669525206859776,Febrina
2023,5078131194986496-5752612859150336,Febrina
2024,5107667483754496-5670617437175808,Febrina
2025,new,Febrina
2026,6264945146593280-5139045239750656,Febrina
2027,5740282310033408-6438815791054848,Febrina
2028,5117441587806208-5680391541227520,Febrina
2029,5857777280876544-4731877374033920,Febrina
2030,5113464414535680-5676414367956992,Febrina
2031,5111780653137920-5674730606559232,Febrina
2032,5673693908828160-6225309443555328,Febrina
2033,5674534950666240-5766752193478656,Febrina
2034,5688274483937280-5660007156678656,Febrina
2035,6329789891739648-6483468116557824,Febrina
2036,5932685805486080-4806785898643456,Febrina
2037,5686378457202688-5732605190209536,Febrina
2038,5125132263620608-5645132544081920,Febrina
2039,5123053096796160-5686003050217472,Febrina
2040,5682285990903808-5706346397696000,Febrina
2041,5132666542227456-5695616495648768,Febrina
2042,5132824516493312-5695774469914624,Febrina
2043,6743610426916864-5936085708308480,Febrina
2044,5698727796801536-5739023179972608,Febrina
2045,5698454563061760-5114725557862400,Febrina
2046,4677197071646720-4801543891058688,Febrina
2047,4827515256307712-5733959514193920,Febrina
2048,5694639155707904-4696555328110592,Febrina
2049,5130098185338880-5693048138760192,Febrina
2050,6217951392825344-6438815791054848,Febrina
2051,5881352658354176-6438815791054848,Febrina
2052,6240944030482432-5677994077061120,Febrina
2053,5927443797901312-4801543891058688,Febrina
2054,4975443929202688-5871511546101760,Febrina
2055,5697699554787328-4731877374033920,Febrina
2056,5822455234953216-4696555328110592,Febrina
2057,5547489818050560-5669544198668288,Febrina
2058,4774460162834432-5713219754655744,Febrina
2059,5761885492215808-5670617437175808,Febrina
2060,5155803531051008-5718753484472320,Febrina
2061,6063100239282176-5710396451192832,Febrina
2062,5637776707944448-5674730606559232,Febrina
2063,6259902854987776-5134002948145152,Febrina
2064,5357568209715200-5639043186425856,Febrina
2065,5977377624555520-4851477717712896,Febrina
2066,5646181757616128-5769206800842752,Febrina
2067,6094194191892480-5732605190209536,Febrina
2068,6217225946005504-5680391541227520,Febrina
2069,new19,Febrina
2070,5944355231629312-5718753484472320,Febrina
2071,5152807959134208-5416465264017408,Febrina
2072,5084641593655296-4745287637663744,Febrina
2073,5074307600351232-5712209028055040,Febrina
2074,5733913108414464-5116339760922624,Febrina
2075,5072198838517760-5635148791939072,Febrina
2076,5734439678115840-6314596344266752,Febrina
2077,6556026220314624-6274551243603968,Febrina
2078,4815888377184256-6223263260737536,Febrina
2079,5735180660637696-5434150697828352,Febrina
2080,4794618256293888-5695616495648768,Febrina
2081,6560050604670976-5434150697828352,Febrina
2082,5184225074479104-5054453711372288,Febrina
2083,5750062185447424-5116339760922624,Febrina
2084,4923911368081408-5762863436136448,Febrina
2085,5400799303696384-5126161914920960,Febrina
2086,5907007940853760-6610695382630400,Febrina
2087,6312871076036608-5094474753507328,Febrina
2088,5089566142758912-5767466600890368,Febrina
2089,5704578783772672-6262969629409280,Febrina
2090,5199913482715136-5762863436136448,Febrina
2091,5186070702456832-5749020655878144,Febrina
2092,5033141848768512-6440516732321792,Febrina
2093,6235085896417280-5693048138760192,Febrina
2094,5172816567599104-5169775730753536,Febrina
2095,new10,Febrina
2096,5954768346284032-5748154649542656,Febrina
2097,5063064751702016-5669544198668288,Febrina
2098,5682897923080192-4789297764892672,Febrina
2099,6285318827278336-5633531770306560,Febrina
2100,6246801829003264-4888256428638208,Febrina
2101,5382597299404800-6201834393829376,Febrina
2102,4719742044602368-5728793071190016,Febrina
2103,5466601121906688-6029551075328000,Febrina
2104,4670318043987968-5936085708308480,Febrina
2105,new14,Febrina
2106,5407807415255040-4906591174262784,Febrina
2107,5652741548408832-5090826682105856,Febrina
2108,6192757919973376-6276150615605248,Febrina
2109,6544730758316032-5105285353963520,Deddy
2110,4921699258597376-6283449778307072,Deddy
2111,5179500811780096-5742450765201408,Deddy
2112,4632696143740928-5284685064175616,Deddy
2113,6286215401701376-6622687434637312,Deddy
2114,6220374660349952-5094474753507328,Deddy
2115,5182832095789056-5745782049210368,Deddy
2116,5162252189564928-4858703228436480,Deddy
2117,5377838609858560-5940788563279872,Deddy
2118,5933754749026304-5696758453633024,Deddy
2119,5918732530483200-4792832623640576,Deddy
2120,5751832013963264-5743680166035456,Deddy
2121,5186209584250880-5711735340138496,Deddy
2122,5815272439021568-5940788563279872,Deddy
2123,4876074894753792-6283449778307072,Deddy
2124,5473088636452864-5754563613163520,Deddy
2125,5120585671639040-5683535625060352,Deddy
2126,5770234338213888-5102847960023040,Deddy
2127,5920518163136512-5695616495648768,Deddy
2128,6247616329285632-6234694920175616,Deddy
2129,5071001851265024-4849278459576320,Deddy
2130,5385542908772352-5948492862193664,Deddy
2131,6256280586944512-5130380680101888,Deddy
2132,5647476354711552-5744357932007424,Deddy
2133,5999406142717952-6666195520454656,Deddy
2134,6599849684238336-5754563613163520,Deddy
2135,6456905153118208-5331005246275584,Deddy
2136,5691035543928832-5676424065187840,Deddy
2137,5244826693926912-5102847960023040,Deddy
2138,5131432846426112-5694382799847424,Deddy
2139,5864213457141760-5992345216483328,Deddy
2140,5887402388226048-6449630787141632,Deddy
2141,5234024448524288-4700645344935936,Deddy
2142,5955264951877632-4829365045035008,Deddy
2143,5644294958350336-5744421383438336,Deddy
2144,5395123873513472-5958073826934784,Deddy
2145,6316187361214464-5190287454371840,Deddy
2146,5167711998967808-5769763334651904,Deddy
2147,5201242305331200-5222018404319232,Deddy
2148,5213437260988416-5776387214409728,Deddy
2149,6221383977664512-6270578533072896,Deddy
2150,6282911632326656-5157011725484032,Deddy
2151,5740957525868544-5654293675769856,Deddy
2152,4906133860909056-6313508744462336,Deddy
2153,5028720884580352-6436095768133632,Deddy
2154,4902144138280960-6309519021834240,Deddy
2155,5743900618653696-5416494456373248,Deddy
2156,5754868253851648-5695902647844864,Deddy
2157,6204813960282112-5078914053439488,Deddy
2158,4867176360050688-6274551243603968,Deddy
2159,5181860191666176-5744810145087488,Deddy
2160,5740058837516288-5222018404319232,Deddy
2161,6322248566702080-4799257458507776,Deddy
2162,5120540071165952-5683490024587264,Deddy
2163,4790480827056128-5071955803766784,Deddy
2164,6278650185908224-5204818167595008,Deddy
2165,5078068011991040-5641017965412352,Deddy
2166,5766947849371648-5706739387203584,Deddy
2167,6243715525902336-5117815619059712,Deddy
2168,5688386085978112-5222018404319232,Deddy
2169,5725068160139264-5712209028055040,Deddy
2170,6314999769202688-5189099862360064,Deddy
2171,5639189416640512-5703552991232000,Deddy
2172,5132952694423552-5695902647844864,Deddy
2173,6201993139847168-5649994950377472,Deddy
2174,6509418980048896-5134002948145152,Deddy
2175,5122715136557056-6199854279688192,Deddy
2176,5656693522300928-6714728650899456,Deddy
2177,6542394363215872-5416494456373248,Deddy
2178,5993747925958656-4867848019116032,Deddy
2179,5506539586584576-5659711005261824,Deddy
2180,6325382315769856-5199482408927232,Deddy
2181,6405587575242752-5279687668400128,Deddy
2182,5737590808379392-5744671061966848,Deddy
2183,5188214058909696-5751164012331008,Deddy
2184,5069859759063040-5632809712484352,Deddy
2185,4832481513570304-5717244776546304,Deddy
2186,5842487633510400-4716587726667776,Deddy
2187,4737324801851392-6566912150470656,Deddy
2188,4880834590932992-6288209474486272,Deddy
2189,5999046707642368-4873146800799744,Deddy
2190,5204516647469056-5767466600890368,Deddy
2191,new location,Deddy
2192,4653880767938560-6483468116557824,Deddy
2193,4909181643522048-6316556527075328,Deddy
2194,5127623009107968-5690572962529280,Deddy
2195,6540327577976832-5414427671134208,Deddy
2196,5110992761520128-5673942714941440,Deddy
2197,5828897954332672-4702998047490048,Deddy
2198,6266983108575232-5141083201732608,Deddy
2199,5975178366418944-4849278459576320,Deddy
2200,5766520500125696-5695902647844864,Deddy
2201,6231185260806144-5105285353963520,Deddy
2202,5206813381230592-5769763334651904,Deddy
2203,4808184984240128-6215559867793408,Deddy
2204,6623366375014400-4709348559290368,Deddy
2205,5756422495141888-6214540886802432,Deddy
2206,5191613659742208-5754563613163520,Deddy
2207,5740423507083264-5713144022302720,Deddy
2208,4875879406632960-5720304336764928,Deddy
2209,4923300442537984-6330675326091264,Deddy
2210,5180730212614144-5743680166035456,Deddy
2211,5176073226551296-5739023179972608,Deddy
2212,6266254440529920-5140354533687296,Deddy
2213,6565837972439040-5698311486963712,Deddy
2214,5185487861972992-5748437815394304,Deddy
2215,5187608837619712-5750558791041024,Deddy
2216,5189662905729024-5752612859150336,Deddy
2217,5344539728412672-5284685064175616,Deddy
2218,new13,Deddy
2219,5244101381324800-5445208929992704,Deddy
2220,5182352435183616-5745302388604928,Deddy
2221,5181407978586112-5744357932007424,Deddy
2222,5181471430017024-5744421383438336,Deddy
2223,5946972913532928-5698311486963712,Deddy
2224,5143396444274688-5706346397696000,Deddy
2225,5143789433782272-5706739387203584,Deddy
2226,5145057824866304-5708007778287616,Deddy
2227,6295675637596160-5169775730753536,Deddy
2228,6571108836835328-5445208929992704,Deddy
2229,5140603037810688-5703552991232000,Deddy
2230,5137509184962560-5700459138383872,Deddy
2231,5151027091210240-5713977044631552,Deddy
2232,5150194068881408-5713144022302720,Deddy
2233,5362150436503552-5707931811053568,Deddy
2234,5176978323800064-5685715052527616,Deddy
2235,4866477152796672-5667144956116992,Deddy
2236,5148651336761344-5711601290182656,Deddy
2237,5149643608424448-5712593561845760,Deddy
2238,5149259074633728-5712209028055040,Deddy
2239,4690030031273984-6519617379893248,Deddy
2240,5147296610123776-5710246563545088,Deddy
2241,5156288090603520-5105285353963520,Deddy
2242,4844527521103872-5126002497814528,Deddy
2243,5190559480152064-6012431537012736,Deddy
2244,5129111383048192-6313508744462336,Deddy
2245,6197855710609408-5071955803766784,Deddy
2246,6330718074437632-5204818167595008,Deddy
2247,5931733765586944-4805833858744320,Deddy
2248,5861021054926848-4735121148084224,Deddy
2249,6299662944305152-5173763037462528,Deddy
2250,5100674001928192-5169775730753536,Deddy
2251,4834051928096768-6241426811650048,Deddy
2252,6284668475277312-5650482194284544,Deddy
2253,5153049148391424-5631242217193472,Deddy
2254,5635693648805888-5749020655878144,Deddy
2255,4792479396134912-6199854279688192,Deddy
2256,6288205951270912-5162306044428288,Deddy
2257,5074123587846144-5637073541267456,Deddy
2258,5636740010213376-5434150697828352,Deddy
2259,6277482726555648-5151582819713024,Deddy
2260,5107850221191168-5670800174612480,Deddy
2261,5070712175853568-5633662129274880,Deddy
2262,5068292263772160-5631242217193472,Deddy
2263,5645550498086912-5659711005261824,Deddy
2264,5646962099486720-6228977412734976,Deddy
2265,5083752568979456-5646702522400768,Deddy
2266,5083178385539072-5646128338960384,Deddy
2267,4606828327469056-6647521908621312,Deddy
2268,5367533976682496-5930483930103808,Deddy
2269,5079635104628736-5642585058050048,Deddy
2270,5075730778030080-5638680731451392,Deddy
2271,5076093233004544-5639043186425856,Deddy
2272,5089618588336128-5652568541757440,Deddy
2273,5088640979959808-5651590933381120,Deddy
2274,4785380083630080-6192754967183360,Deddy
2275,5161187809427456-5695902647844864,Deddy
2276,6324035172433920-5198135265591296,Deddy
2277,5091343722348544-5654293675769856,Deddy
2278,5087044996956160-5649994950377472,Deddy
2279,6180353618214912-5054453711372288,Deddy
2280,4901472714096640-6308847597649920,Deddy
2281,5648879299067904-5078914053439488,Deddy
2282,6226541360971776-5100641454129152,Deddy
2283,5647217180278784-5721266711429120,Deddy
2284,4817934560002048-6225309443555328,Deddy
2285,6037384827240448-4911484920397824,Deddy
2286,5096185022906368-5659134976327680,Deddy
2287,6276723020660736-5150823113818112,Deddy
2288,6005788329902080-5071258207125504,Deddy
2289,5106730979557376-5669680932978688,Deddy
2290,5078131194986496-5752612859150336,Deddy
2291,6381553810669568-5255653903826944,Deddy
2292,5108390917308416-5671340870729728,Deddy
2293,5104195002695680-5667144956116992,Deddy
2294,5666698547953664-5737552623435776,Deddy
2295,6264945146593280-5139045239750656,Deddy
2296,5102011548696576-5664961502117888,Deddy
2297,new33,Deddy
2298,6019454647402496-4858703228436480,Deddy
2299,5857777280876544-4731877374033920,Deddy
2300,5950049183858688-5717244776546304,Deddy
2301,5113464414535680-5676414367956992,Deddy
2302,5113474111766528-5676424065187840,Deddy
2303,5111780653137920-5674730606559232,Deddy
2304,4821602529181696-6228977412734976,Deddy
2305,4830639845015552-6238014728568832,Deddy
2306,5673693908828160-6225309443555328,Deddy
2307,6329789891739648-6483468116557824,Deddy
2308,5690599873183744-5696758453633024,Deddy
2309,6250222334246912-5124322427404288,Deddy
2310,5932685805486080-4806785898643456,Deddy
2311,5966382743158784-5071955803766784,Deddy
2312,5682285990903808-5706346397696000,Deddy
2313,5132666542227456-5695616495648768,Deddy
2314,5132824516493312-5695774469914624,Deddy
2315,5698727796801536-5739023179972608,Deddy
2316,4677197071646720-4801543891058688,Deddy
2317,6301764928143360-5175865021300736,Deddy
2318,5694291968000000-5638680731451392,Deddy
2319,5955157309259776-4829257402417152,Deddy
2320,4551188670316544-6697435367735296,Deddy
2321,5746920853078016-5695235216637952,Deddy
2322,6199921925423104-6697435367735296,Deddy
2323,6294268868034560-5652568541757440,Deddy
2324,5905985436647424-4780085529804800,Deddy
2325,5927443797901312-4801543891058688,Deddy
2326,5969138501550080-5717200014934016,Deddy
2327,5154250061512704-5717200014934016,Deddy
2328,5697699554787328-4731877374033920,Deddy
2329,new21,Deddy
2330,6427424598261760-5650482194284544,Deddy
2331,5155803531051008-5718753484472320,Deddy
2332,5637776707944448-5674730606559232,Deddy
2333,4898954118430720-5683490024587264,Deddy
2334,6259902854987776-5134002948145152,Deddy
2335,5097317585649664-5673942714941440,Deddy
2336,5357568209715200-5639043186425856,Deddy
2337,5977377624555520-4851477717712896,Deddy
2338,5166508233719808-6449630787141632,Deddy
2339,5944355231629312-5718753484472320,Deddy
2340,5630269977526272-5646702522400768,Deddy
2341,4969257364357120-5930483930103808,Deddy
2342,5660403031867392-5695235216637952,Deddy
2343,4866758976471040-5940788563279872,Deddy
2344,4837813581250560-5743680166035456,Deddy
2345,5759479270342656-4962175500156928,Deddy
2346,4680335518334976-5698311486963712,Deddy
2347,5928131093331968-5173763037462528,Deddy
2348,5074307600351232-5712209028055040,Deddy
2349,5022098682544128-5676424065187840,Deddy
2350,5733913108414464-5116339760922624,Deddy
2351,6246837463810048-5120937556967424,Deddy
2352,new20,Deddy
2353,6556026220314624-6274551243603968,Deddy
2354,6210630822395904-4829365045035008,Deddy
2355,6228747866865664-5102847960023040,Deddy
2356,5735180660637696-5434150697828352,Deddy
2357,5984603135279104-4858703228436480,Deddy
2358,6410584971018240-5284685064175616,Deddy
2359,5997396500676608-5702224873259008,Deddy
2360,4794618256293888-5695616495648768,Deddy
2361,new29,Deddy
2362,6560050604670976-5434150697828352,Deddy
2363,5121716422443008-6234694920175616,Deddy
2364,5184225074479104-5054453711372288,Deddy
2365,5750062185447424-5116339760922624,Deddy
2366,5907007940853760-6610695382630400,Deddy
2367,6312871076036608-5094474753507328,Deddy
2368,5089566142758912-5767466600890368,Deddy
2369,5365654592946176-5694382799847424,Deddy
2370,6223032607571968-5120937556967424,Deddy
2371,5868872859123712-4742972952281088,Deddy
2372,5174602670014464-5737552623435776,Deddy
2373,6228847221538816-5102947314696192,Deddy
2374,5186070702456832-5749020655878144,Deddy
2375,5694209793196032-6234694920175616,Deddy
2376,new11,Deddy
2377,6648976929456128-6086026976034816,Deddy
2378,5172816567599104-5169775730753536,Deddy
2379,4666374257377280-6241426811650048,Deddy
2380,4581993853485056-6622687434637312,Deddy
2381,5074458091978752-5151582819713024,Deddy
2382,5676305852923904-4742972952281088,Deddy
2383,5836037599264768-4805833858744320,Deddy
2384,4625501939302400-6666195520454656,Deddy
2385,6752572010397696-6449630787141632,Deddy
2386,4875627077304320-6283001960857600,Asep
2387,4801423799746560-6208798683299840,Asep
2388,6220374660349952-5094474753507328,Asep
2389,6651634574688256-5525734667845632,Asep
2390,5918732530483200-4792832623640576,Asep
2391,new38,Asep
2392,4550155126702080-6696401824120832,Asep
2393,5404031803457536-5966981756878848,Asep
2394,5920518163136512-5695616495648768,Asep
2395,6256280586944512-5130380680101888,Asep
2396,5680720039116800-5684291304423424,Asep
2397,4791405721419776-6198780604973056,Asep
2398,5647476354711552-5744357932007424,Asep
2399,5384422291406848-5947372244828160,Asep
2400,6102746478411776-6283001960857600,Asep
2401,4908680709406720-6316055592960000,Asep
2402,5102464936181760-5665414889603072,Asep
2403,5474554059161600-6037504012582912,Asep
2404,5167711998967808-5769763334651904,Asep
2405,6221383977664512-6270578533072896,Asep
2406,5740957525868544-5654293675769856,Asep
2407,4906133860909056-6313508744462336,Asep
2408,5652184511283200-5947372244828160,Asep
2409,5754868253851648-5695902647844864,Asep
2410,4867176360050688-6274551243603968,Asep
2411,6211000290246656-5085100383404032,Asep
2412,5766947849371648-5706739387203584,Asep
2413,6243715525902336-5117815619059712,Asep
2414,5725068160139264-5712209028055040,Asep
2415,6314999769202688-5189099862360064,Asep
2416,4965608655421440-6305986344124416,Asep
2417,5991960615583744-4866060708741120,Asep
2418,5985215201673216-6285287286112256,Asep
2419,6432480512966656-4751550572396544,Asep
2420,4898611460571136-6305986344124416,Asep
2421,5132952694423552-5695902647844864,Asep
2422,6201993139847168-5649994950377472,Asep
2423,5121341351002112-5684291304423424,Asep
2424,6509418980048896-5134002948145152,Asep
2425,6325382315769856-5199482408927232,Asep
2426,5737590808379392-5744671061966848,Asep
2427,5069859759063040-5632809712484352,Asep
2428,5712168662073344-4586268755230720,Asep
2429,6219005673078784-5093105766236160,Asep
2430,5303573659254784-5866523612676096,Asep
2431,5150526157094912-5713476110516224,Asep
2432,5204516647469056-5767466600890368,Asep
2433,4834531555147776-6208798683299840,Asep
2434,4653880767938560-6483468116557824,Asep
2435,6540327577976832-5414427671134208,Asep
2436,5975001131909120-4849101225066496,Asep
2437,6266983108575232-5141083201732608,Asep
2438,5201099967430656-5764049920851968,Asep
2439,5766520500125696-5695902647844864,Asep
2440,5205618071699456-5768568025120768,Asep
2441,5206813381230592-5769763334651904,Asep
2442,4808184984240128-6215559867793408,Asep
2443,5756422495141888-6214540886802432,Asep
2444,4923300442537984-6330675326091264,Asep
2445,5176073226551296-5739023179972608,Asep
2446,6212133524078592-5124570495320064,Asep
2447,6266254440529920-5140354533687296,Asep
2448,6250470402162688-5124570495320064,Asep
2449,5187608837619712-5750558791041024,Asep
2450,5189662905729024-5752612859150336,Asep
2451,5181407978586112-5744357932007424,Asep
2452,5143396444274688-5706346397696000,Asep
2453,5143789433782272-5706739387203584,Asep
2454,6295675637596160-5169775730753536,Asep
2455,5877450479239168-4751550572396544,Asep
2456,5063839791972352-6198780604973056,Asep
2457,5148651336761344-5711601290182656,Asep
2458,5149643608424448-5712593561845760,Asep
2459,5149259074633728-5712209028055040,Asep
2460,4690030031273984-6519617379893248,Asep
2461,4844527521103872-5126002497814528,Asep
2462,5190559480152064-6012431537012736,Asep
2463,5129111383048192-6313508744462336,Asep
2464,4706295575740416-5966981756878848,Asep
2465,6709156669030400-5583256762187776,Asep
2466,5168911603466240-5731861556887552,Asep
2467,5861021054926848-4735121148084224,Asep
2468,5100674001928192-5169775730753536,Asep
2469,5635693648805888-5749020655878144,Asep
2470,5074123587846144-5637073541267456,Asep
2471,5636740010213376-5434150697828352,Asep
2472,5107850221191168-5670800174612480,Asep
2473,5070712175853568-5633662129274880,Asep
2474,4859315294830592-6266690178383872,Asep
2475,5180086437281792-5525734667845632,Asep
2476,4880434890539008-6287809774092288,Asep
2477,4606828327469056-6647521908621312,Asep
2478,5079635104628736-5642585058050048,Asep
2479,5076093233004544-5639043186425856,Asep
2480,5088640979959808-5651590933381120,Asep
2481,4785380083630080-6192754967183360,Asep
2482,5161187809427456-5695902647844864,Asep
2483,6324035172433920-5198135265591296,Asep
2484,5091343722348544-5654293675769856,Asep
2485,5087044996956160-5649994950377472,Asep
2486,4800421226872832-6207796110426112,Asep
2487,6180353618214912-5054453711372288,Asep
2488,4877912402558976-6285287286112256,Asep
2489,5647217180278784-5721266711429120,Asep
2490,4817934560002048-6225309443555328,Asep
2491,4738665938944000-6568253287563264,Asep
2492,6276723020660736-5150823113818112,Asep
2493,5106730979557376-5669680932978688,Asep
2494,5078131194986496-5752612859150336,Asep
2495,6264945146593280-5139045239750656,Asep
2496,5857777280876544-4731877374033920,Asep
2497,5113464414535680-5676414367956992,Asep
2498,5111780653137920-5674730606559232,Asep
2499,5673693908828160-6225309443555328,Asep
2500,6329789891739648-6483468116557824,Asep
2501,6201136797188096-5075236890345472,Asep
2502,5932685805486080-4806785898643456,Asep
2503,4821408752336896-5764049920851968,Asep
2504,5682285990903808-5706346397696000,Asep
2505,5132666542227456-5695616495648768,Asep
2506,5132824516493312-5695774469914624,Asep
2507,5698727796801536-5739023179972608,Asep
2508,4677197071646720-4801543891058688,Asep
2509,5476820291944448-6208798683299840,Asep
2510,5791620121231360-6568253287563264,Asep
2511,5927443797901312-4801543891058688,Asep
2512,5680376676614144-5089234557861888,Asep
2513,5697699554787328-4731877374033920,Asep
2514,5155803531051008-5718753484472320,Asep
2515,5637776707944448-5674730606559232,Asep
2516,6259902854987776-5134002948145152,Asep
2517,5357568209715200-5639043186425856,Asep
2518,5977377624555520-4851477717712896,Asep
2519,5944355231629312-5718753484472320,Asep
2520,5411052732809216-5732681358770176,Asep
2521,5123521986428928-5686471939850240,Asep
2522,6236320229752832-5764049920851968,Asep
2523,5074307600351232-5712209028055040,Asep
2524,5169731405348864-5732681358770176,Asep
2525,5515805173219328-5866523612676096,Asep
2526,5733913108414464-5116339760922624,Asep
2527,6215134464704512-5089234557861888,Asep
2528,5127343534243840-5085100383404032,Asep
2529,4764954225803264-5412051178487808,Asep
2530,6556026220314624-6274551243603968,Asep
2531,5914326229581824-4788426322739200,Asep
2532,5681496757108736-5124570495320064,Asep
2533,5677904553836544-6287809774092288,Asep
2534,6316726715154432-6696401824120832,Asep
2535,5735180660637696-5434150697828352,Asep
2536,6351399851917312-5225499945074688,Asep
2537,4794618256293888-5695616495648768,Asep
2538,6252318982930432-5126419076087808,Asep
2539,6560050604670976-5434150697828352,Asep
2540,4816015749808128-4866060708741120,Asep
2541,5184225074479104-5054453711372288,Asep
2542,5750062185447424-5116339760922624,Asep
2543,4723556646649856-6553143995269120,Asep
2544,5907007940853760-6610695382630400,Asep
2545,6312871076036608-5094474753507328,Asep
2546,5089566142758912-5767466600890368,Asep
2547,5645240186699776-5768568025120768,Asep
2548,5186070702456832-5749020655878144,Asep
2549,5506633069232128-6069583022653440,Asep
2550,5172816567599104-5169775730753536,Asep
2551,6549921293402112-5424021386559488,Asep
2552,6715583349391360-4827842143584256,Asep
2553,6537951085330432-5412051178487808,Asep
2554,5953742050426880-4827842143584256,Asep
